,company_id,preview,review,date,rating,likes
23,entertainment/netflix,"Once, Netflix led the way in Western entertainment, but as of late, almost all of their new content is made for international audiences. It is no wonder that their stock took a 25% shave and they are losing subscribers to their growing competitors. Like ","Once, Netflix led the way in Western entertainment, but as of late, almost all of their new content is made for international audiences. It is no wonder that their stock took a 25% shave and they are losing subscribers to their growing competitors. Like AOL in the 90's, Netflix will be relegated to the past. Good riddance.",2022-02-15,1,7 
24,entertainment/netflix,I selected a basic plan which should have been 8.99 but was charged 19.99. When I called to have Netflix fix the problem. I was transferred to a rep in India who wasn't able to help. There are so many other streaming services. Netflix should really stop ,I selected a basic plan which should have been 8.99 but was charged 19.99. When I called to have Netflix fix the problem. I was transferred to a rep in India who wasn't able to help. There are so many other streaming services. Netflix should really stop pushing their premium service and prices on customers.,2022-02-08,1,7 
25,entertainment/netflix,"I just canceled my Netflix. I'm a computer programmer, I used to have anxiety. I enjoy having a TV playing in the background preferably Seinfeld. I've been getting extremely aggravated lately because I'm getting asked if I'm still watching my show! This ","I just canceled my Netflix. I'm a computer programmer, I used to have anxiety. I enjoy having a TV playing in the background preferably Seinfeld. I've been getting extremely aggravated lately because I'm getting asked if I'm still watching my show! This has caused my anxiety to come back. Now I got to thinking about this. If I go to a dealership and buy a brand new vehicle, let's say I paid cash at $20,000. I drive off the lot, I'm almost home, it's a 2-hour drive... My brand new vehicle shuts off, the lights dim and a message pops up on my radio asking me if I'm still driving.
Read full review",2022-02-02,1,4 
26,entertainment/netflix,"I would recommend not subscribing to Netflix. The movie content is not good. I have been subscribed to top service for 2 or 3 weeks so far no movie has played properly. They stop to buffer or stop and go to home screen. I have a roku tv, none of my other","I would recommend not subscribing to Netflix. The movie content is not good. I have been subscribed to top service for 2 or 3 weeks so far no movie has played properly. They stop to buffer or stop and go to home screen. I have a roku tv, none of my other streaming channels do this, they play perfectly. Netflix will not give a refund for something that does not work. Don't subscribe, poor service.",2022-01-23,1,6 
27,entertainment/netflix,My wife and I haven't been able to figure out why the Netflix streaming is so bad especially when the other streaming platforms are so good on our 4k TV. I just found out that Netflix has different streaming quality plans we're only getting SD (480) beca,"My wife and I haven't been able to figure out why the Netflix streaming is so bad especially when the other streaming platforms are so good on our 4k TV. I just found out that Netflix has different streaming quality plans we're only getting SD (480) because we have the Basic plan. The quality of the streaming is AWFUL. We thought it was our internet for a while because we couldn't imagine that Netflix would stream at such low quality.
Read full review",2021-12-12,1,8 
28,entertainment/netflix,"Billed twice, overdrafts twice, over bogus billing. I am on disability. The two $35 dollar overdraft fees killing me, as two months in a row they return $8.99, but don't pay the overdraft fees they caused. And I never restarted Netflix, they just keep ca","Billed twice, overdrafts twice, over bogus billing. I am on disability. The two $35 dollar overdraft fees killing me, as two months in a row they return $8.99, but don't pay the overdraft fees they caused. And I never restarted Netflix, they just keep canceling and charging me. I want my $70 they have cost me. But they don't care about their mistakes.",2021-11-30,1,9 
29,entertainment/netflix,Beware of the tactics Netflix uses to fleece money from your linked bank accounts. Many years back I had a Netflix account but cancelled when T-mobile offered free Netflix with our plan. This has been going on for some 6 years now and we did enjoy it. Wi,"Beware of the tactics Netflix uses to fleece money from your linked bank accounts. Many years back I had a Netflix account but cancelled when T-mobile offered free Netflix with our plan. This has been going on for some 6 years now and we did enjoy it. Without warning or notification of any kind Netlfix started billing us in April of this year. My wife pays the bills and figured I had ordered something new. I was going over statements today and was shocked to see a charge from Netflix. Even more shocked when I realized we have been being billed for 8 months of service that was supposed to be free.
Read full review",2021-11-09,1,8 
30,entertainment/netflix,"If I could give them 0 stars, I would. I have now spoken with Netflix SEVEN times in the past month. Someone keeps hacking into my account. I have spoken with managers, supervisors and everyone else. Apparently, they have no way to fix this. They repeat ","If I could give them 0 stars, I would. I have now spoken with Netflix SEVEN times in the past month. Someone keeps hacking into my account. I have spoken with managers, supervisors and everyone else. Apparently, they have no way to fix this. They repeat themselves like broken records. Change email, change password, change credit card, etc. ALL THIS WAS DONE.. and AGAIN.. I am hacked into .. They change my email and password, changed my credit card, again a week later, I am calling again. It is ridiculous. Calling again for the seventh time and no resolution. They have nothing they can do, and do not provide any resolution, but the same steps that I have done now 3 different times. I am sick of NETFLIX and DONE WITH THEM!",2021-11-01,1,15
31,entertainment/netflix,The Netflix account is created in India but currently I am living in Germany. I want to pay from here but there is no common payment gateway. As it was created in India it is showing only Indian payment options. I want to tell Netflix to work on this iss,The Netflix account is created in India but currently I am living in Germany. I want to pay from here but there is no common payment gateway. As it was created in India it is showing only Indian payment options. I want to tell Netflix to work on this issue.,2021-10-23,1,5 
32,entertainment/netflix,"I've been on the phone for over an hour in relation to some unknown person hijacking my account for the past three months. It started in July, my first contact was in August. Customer Service ""created a new account"" in addition to the hijacked account wi","I've been on the phone for over an hour in relation to some unknown person hijacking my account for the past three months. It started in July, my first contact was in August. Customer Service ""created a new account"" in addition to the hijacked account without informing me of dual accounts. After two months of multiple charges, I found out about the second account and complained.
Read full review",2021-10-21,1,10
33,entertainment/netflix,Is anyone else getting double charged for Netflix? Netflix automatically took $43 this month from my account in 2 payments of $21.46... I’m the only one who uses it so why am I get charged like this? They say I have to wait 30 days for a refund (that I’l,"Is anyone else getting double charged for Netflix? Netflix automatically took $43 this month from my account in 2 payments of $21.46... I’m the only one who uses it so why am I get charged like this? They say I have to wait 30 days for a refund (that I’ll probably never receive) yet they just took the money 10 min ago now... this is unsettling and unfair. It’s Thanksgiving and I could have used that $. Weird company. About to switch to crave or streaming my tv free. Heck, the ads I can deal with instead of paying almost $50 a month for the same shows year after year.",2021-10-10,2,9 
34,entertainment/netflix,"Great service. Lots of movies, both stories and documentaries to choose from. Plenty of diverse selections and easy to scan thru and choose what to watch. Easy interface for search and selection of what to watch. Many seasons of old and new sitcoms. Fant","Great service. Lots of movies, both stories and documentaries to choose from. Plenty of diverse selections and easy to scan thru and choose what to watch. Easy interface for search and selection of what to watch. Many seasons of old and new sitcoms. Fantastic service.",2021-09-18,5,5 
35,entertainment/netflix,I enjoy Netflix however I don’t think they have enough ** romantic comedies. Sometimes the app is not that great with suggesting shows that you may like. I also don’t like how many of the representation matters programs for ** people are centered around ,I enjoy Netflix however I don’t think they have enough ** romantic comedies. Sometimes the app is not that great with suggesting shows that you may like. I also don’t like how many of the representation matters programs for ** people are centered around police violence. It’s very triggering to see that every time you watch a movie. I’ve noticed in many of Netflix programming that they like to add in these triggering scenes and it’s becoming quite predictable. Overall the app is good and is a good alternative to cable. We need more light hearted programming. Less focused on social themes just some funny shows to watch.,2021-09-18,4,24
36,entertainment/netflix,I'm really happy with the service. Everything is as it shows and I have no issues. Netflix has been resourceful and easy to operate. I have always recommended this service to my friends and family. My kids use it a lot more than me because there is a var,I'm really happy with the service. Everything is as it shows and I have no issues. Netflix has been resourceful and easy to operate. I have always recommended this service to my friends and family. My kids use it a lot more than me because there is a variety of choices and there are a lot of family things to watch together. They just need to update more movies and everything would be all set.,2021-09-17,5,13
37,entertainment/netflix,"Netflix provides excellent movies to watch via streaming. It also provides an excellent choice of different shows to watch and select from. However, we are interested to find and utilize a streaming service that would enable us to cut our electricity bil","Netflix provides excellent movies to watch via streaming. It also provides an excellent choice of different shows to watch and select from. However, we are interested to find and utilize a streaming service that would enable us to cut our electricity bill.",2021-09-16,5,8 
38,entertainment/netflix,"Netflix is fine for this geezer. It doesn't have everything I would like to see, But then I can shop around For other things. Sometimes I go to Amazon Prime which also has more limited selection but something of interest to me. However, I am fed up with ","Netflix is fine for this geezer. It doesn't have everything I would like to see, But then I can shop around For other things. Sometimes I go to Amazon Prime which also has more limited selection but something of interest to me. However, I am fed up with political outrage outrage from all parties And sanitized, Unrealistic Gun violence.",2021-09-15,5,7 
39,entertainment/netflix,"I have a lot of choices, but I enjoy Netflix the most because they have a large variety of stuff to watch. Hulu is great for catching up on TV programs, and Amazon Fire allows me to see new stuff. All ot them are good and really helped me from going craz","I have a lot of choices, but I enjoy Netflix the most because they have a large variety of stuff to watch. Hulu is great for catching up on TV programs, and Amazon Fire allows me to see new stuff. All ot them are good and really helped me from going crazy during the pandemic.",2021-09-14,4,8 
40,entertainment/netflix,"Netflix is an outstanding streaming service. Easy to use, friendly customer service, award winning, high quality, up to date diverse content, affordable, etc. Netflix alone can meet all your entertainment needs. I highly recommend giving it a try.","Netflix is an outstanding streaming service. Easy to use, friendly customer service, award winning, high quality, up to date diverse content, affordable, etc. Netflix alone can meet all your entertainment needs. I highly recommend giving it a try.",2021-09-12,5,7 
41,entertainment/netflix,Netflix has a huge lack of Latino/Spanish-language content. The most relevant category in movies: Spanish-language movies rarely has new content. The list of available movies has not changed much for over a year. The story is similar with shows. A 2021 a,"Netflix has a huge lack of Latino/Spanish-language content. The most relevant category in movies: Spanish-language movies rarely has new content. The list of available movies has not changed much for over a year. The story is similar with shows. A 2021 article by CNN (**) cites a study, which found that only ""4.5% of main cast members went to Latino actors and filmmakers during [Jan 2018 - Dec 2019], even though Latinos make up roughly 18% of the US population"". Many other articles have been published on this issue in the last couple years, but Netflix is still not doing enough. A number of articles also point out the drop in Latino memberships that Netflix has suffered as a result of it overlooking this demographic in it's content.",2021-09-11,3,7 
42,entertainment/netflix,"Easy and affordable, love it. Can cancel anytime. But don’t. You will just sign back up again. Plus you can have plans for $10 a month on up to 4 devices and that includes your tv or phone. It’s easy to look up favorite movies too.","Easy and affordable, love it. Can cancel anytime. But don’t. You will just sign back up again. Plus you can have plans for $10 a month on up to 4 devices and that includes your tv or phone. It’s easy to look up favorite movies too.",2021-09-11,5,8 
43,entertainment/netflix,"I have belonged to Netflix for many years. I do not like how much the monthly fee go up each year. I am paying about $15 each month. It keeps me from joining any other services, and there are shows I wish I could watch, but they are on other providers. S","I have belonged to Netflix for many years. I do not like how much the monthly fee go up each year. I am paying about $15 each month. It keeps me from joining any other services, and there are shows I wish I could watch, but they are on other providers. So far I am finding things to watch on Netflix, but I wish I did not have to join so many others in order to try out different shows. For example, I wish I could watch The Handmaid's Tale on Hulu.",2021-09-10,4,16
44,entertainment/netflix,"Menu is smart and easy to quickly navigate to titles by name or type of film. Also, film summaries display quickly making selection details decisions easy. Ratings popularity of each selection readily visible, plus feedback can be made with comments.","Menu is smart and easy to quickly navigate to titles by name or type of film. Also, film summaries display quickly making selection details decisions easy. Ratings popularity of each selection readily visible, plus feedback can be made with comments.",2021-09-09,4,8 
45,entertainment/netflix,"I have been disabled for years, if it wasn’t for Netflix and other streaming opportunities I could not have made it. I am on medications that do not give me much time to go outdoors. I spend most of my time just relaxing while in pain. Pain sometimes so ","I have been disabled for years, if it wasn’t for Netflix and other streaming opportunities I could not have made it. I am on medications that do not give me much time to go outdoors. I spend most of my time just relaxing while in pain. Pain sometimes so bad that I cannot do much. Netflix offers a wide variety of programs that not only pique my interest but allows me for times to forget the pains and uneasiness that I go through daily also allowing me times to stay informed of things that are going on outside and in the world today. I hope that their continued variety they offer will make things more exciting and bearable to get me through the hard times I face now and in the future. May the Lord bless us all especially those facing the same as myself. Thank you for this opportunity today for being able to voice my opinion. May this help others.",2021-09-08,5,16
46,entertainment/netflix,I can always find a good movie when there is no good programs on the network. Enjoy most of them and some have to many f words for me to watch. The charge is a fairly good price for the amount of time I use it.,I can always find a good movie when there is no good programs on the network. Enjoy most of them and some have to many f words for me to watch. The charge is a fairly good price for the amount of time I use it.,2021-09-07,5,6 
47,entertainment/netflix,Netflix was able to keep good content across age groups in my family. We are able to watch current shows as well as family favorites. Something I have really enjoyed recently were the addition of Netflix movies. Produced by netflix with top actors.,Netflix was able to keep good content across age groups in my family. We are able to watch current shows as well as family favorites. Something I have really enjoyed recently were the addition of Netflix movies. Produced by netflix with top actors.,2021-09-06,4,5 
48,entertainment/netflix,Netflix is great. The only set back is time between new content or new seasons but there's plenty to watch hundreds of movies as well as shows I think. It would be better to spread out the seasons. I like the user interface. Super easy to understand even,Netflix is great. The only set back is time between new content or new seasons but there's plenty to watch hundreds of movies as well as shows I think. It would be better to spread out the seasons. I like the user interface. Super easy to understand even for new users. Great selection and a fair price. I believe all packages should come with at least two screens!,2021-09-05,4,6 
49,entertainment/netflix,I think they should have an option to pay for a year and they need to add better horror options. Honestly need to add a better selection of each genre. I do enjoy some of the Netflix original movies and series.,I think they should have an option to pay for a year and they need to add better horror options. Honestly need to add a better selection of each genre. I do enjoy some of the Netflix original movies and series.,2021-09-04,2,5 
50,entertainment/netflix,The quality of the video of a number of different movies is very good as well as the Dolby digital 5.1 audio soundtrack. The consistent streaming without buffering is greatly appreciated. We stream this service using a 3D Blu-ray player into a Onkyo Dolb,The quality of the video of a number of different movies is very good as well as the Dolby digital 5.1 audio soundtrack. The consistent streaming without buffering is greatly appreciated. We stream this service using a 3D Blu-ray player into a Onkyo Dolby digital 7.1 surround sound system and an overhead 1080p projector giving us an 11 ft wide by 6 ft High image which is basically our own private IMAX.,2021-09-03,5,6 
51,entertainment/netflix,"Netflix is a great movie website to use with a variety of options that you can choose to fit your needs. Netflix has three plans based on cost, number of devices you can have downloads on, unlimited shows, and quality of content. The plans range from $8.","Netflix is a great movie website to use with a variety of options that you can choose to fit your needs. Netflix has three plans based on cost, number of devices you can have downloads on, unlimited shows, and quality of content. The plans range from $8.99, $13.99, to $17.99. Once you sign up, you are charged once a month on the date you signed up for. They offer the convenience to change your plan or cancel at any time. Once you exit out of your show, they automatically pause where you left off. Netflix has series shows, movies, and TV shows. If you are looking for something to just come home and relax to after a long day, then Netflix is perfect for you!",2021-09-02,5,13
52,entertainment/netflix,"I have been with Netflix, doing the mail order thing, for 21 years now. I hate them. But, there are few alternatives to getting DVDs in the mail. There are only a couple companies that do it, and they are more expensive, and have even fewer titles on the","I have been with Netflix, doing the mail order thing, for 21 years now. I hate them. But, there are few alternatives to getting DVDs in the mail. There are only a couple companies that do it, and they are more expensive, and have even fewer titles on the shelf. I have about a hundred gripes about Netflix.
Read full review",2021-08-30,2,7 
53,entertainment/netflix,"Nothing changes, always the same shows/movies. Netflix series don't finish stories. They just end a show. Some don't even have the full series. There are so many ""choices"" that browsing is near impossible. Every show is every genre so you keep seeing stu","Nothing changes, always the same shows/movies. Netflix series don't finish stories. They just end a show. Some don't even have the full series. There are so many ""choices"" that browsing is near impossible. Every show is every genre so you keep seeing stuff you've already passed over multiple times. Sci-Fi does NOT equal horror! ""New episodes"" are not true at all. They have shows marked that way that have not had a new episode in years. They have tons of shows and movies. What's not said is they are 90% stuff that looks shot in film school. Yes that includes 98% of netflix shows. Including the anime.",2021-07-31,1,14
54,entertainment/netflix,"I was with Netflix since 2018. I fell on some hard times. My bill was due on the 17th. I asked if I could pay 7/1. They said no. I'm a loyal customer. Times are hard. I canceled. I've paid on time for almost three years, and they weren't willing to work ","I was with Netflix since 2018. I fell on some hard times. My bill was due on the 17th. I asked if I could pay 7/1. They said no. I'm a loyal customer. Times are hard. I canceled. I've paid on time for almost three years, and they weren't willing to work with me for 13 days. I will never go back. The stupid thing is that they are losing money because I can just use someone else's account.",2021-06-26,1,14
55,entertainment/netflix,"Never again... Tubi is better than Netflix, and how could they start charging more from people during a pandemic!! They are not worth paying for in my opinion, and never ever have the movies I want. I discontinued my account with Netflix, and will never ","Never again... Tubi is better than Netflix, and how could they start charging more from people during a pandemic!! They are not worth paying for in my opinion, and never ever have the movies I want. I discontinued my account with Netflix, and will never go back. I have Amazon Prime that is a hell of a lot cheaper than Netflix, and better in every way.",2021-06-22,1,9 
56,entertainment/netflix,"For two months I have not been able to use Netflix. Too many glitches. Tried all fixes recommended, nothing works. Tech tells Me it's my streaming device. Wrong. It is technical issues on Netflix's end. I have zero problems with any other App. or device.","For two months I have not been able to use Netflix. Too many glitches. Tried all fixes recommended, nothing works. Tech tells Me it's my streaming device. Wrong. It is technical issues on Netflix's end. I have zero problems with any other App. or device. For two months, I've been paying $ 17.99 a month for nothing. No more. Their programming is crap anyway.",2021-04-24,1,2 
57,entertainment/netflix,I bought the basic package 3 months ago. They sucked me in for $6.00 a month. Since then it went up to over $9.00. That is a 33% increase. One More increase and I am dropping these Highway ROBBERS. There is many other companies even FREE ones.,I bought the basic package 3 months ago. They sucked me in for $6.00 a month. Since then it went up to over $9.00. That is a 33% increase. One More increase and I am dropping these Highway ROBBERS. There is many other companies even FREE ones.,2021-04-06,1,5 
