,Index,DATE,REVIEW,RATING,Polarity,Subjectivity,Lemmas
11,12,2021-07-26 08:55:00,"Absolute joke of customer service. I bought a brand new lens and after quickly realizing that it had a defect, I sent it to the authorized canon service shop for a warranty repair. They first said they fixed it but they didn't properly do it, so I had to give it to them again. In the second repair attempt, they made the problem even worse, and I had to leave the lens with them for a third repair. Now, after another 2 of waiting, they're saying I have to wait for another 3 weeks just for new parts to arrive. They have already had the lens for over 5 weeks! I contacted Canon directly 2.5 weeks ago about the problem and since then have called and emailed them another 5-7 times, but no one has ever responded to me. They basically don't care whatsoever and are completely incapable of fixing a problem they caused.",neg,0.08251262626262626,0.3618686868686869,"['absolute', 'joke', 'customerservice', 'bought', 'brand', 'new', 'lens', 'quickly', 'realize', 'defect', 'sent', 'authorize', 'canon', 'service', 'shop', 'warranty', 'repair', 'first', 'say', 'fix', 'properly', 'give', 'second', 'repair', 'attempt', 'make', 'problem', 'even', 'bad', 'leave', 'lens', 'third', 'repair', 'another', 'wait', 're', 'say', 'wait', 'another', 'week', 'new', 'part', 'arrive', 'already', 'lens', 'week', 'contact', 'canon', 'directly', 'week', 'ago', 'problem', 'since', 'call', 'email', 'another', 'time', 'one', 'ever', 'respond', 'basically', 'care', 'whatsoever', 'completely', 'incapable', 'fix', 'problem', 'cause']"
12,13,2021-07-23 10:02:00,"They were super rude, and said okay don't call us back and hung up. Like all I asked was how to stop the horizontal lines and that's it",neg,0.13333333333333333,0.44166666666666665,"['super', 'rude', 'say', 'okay', 'call', 'u', 'back', 'hungup', 'like', 'ask', 'stop', 'horizontal', 'line']"
13,14,2021-07-22 09:22:00,I do not recommend Canon printing products for any reason. I purchased $340 in laser toner cartridges for my newer Color ImageCLASS MF642Cdw. I replaced all 4 of them at the same time and with in 6 weeks of them being installed they are all down to less than 30% left on them and I inly printed less than 250 pages of black & white copies. I called canon and they told me there is only a 14 day warranty on them and there is nothing they could do. So $340 down the drain for less than 8 weeks and less than 250 pages of printing. Ink jet printers last longer. Never again will I buy from them.,neg,-0.09537037037037037,0.20578703703703707,"['recommend', 'canon', 'printing', 'product', 'reason', 'purchase', 'laser', 'toner', 'cartridge', 'newer', 'color', 'imageclass', 'replace', 'time', 'week', 'instal', 'lessthan', 'left', 'inly', 'print', 'lessthan', 'page', 'black', 'white', 'copy', 'call', 'canon', 'told', 'day', 'warranty', 'nothing', 'could', 'drain', 'lessthan', 'week', 'lessthan', 'page', 'printing', 'ink', 'jet', 'printer', 'last', 'longer', 'never', 'buy']"
14,15,2021-07-08 07:26:00,Downloading driver from Canon website cratered my printer and they refuse to talk to me without paying for support. Printer MG7120,neg,0.0,0.0,"['download', 'driver', 'canon', 'website', 'cratered', 'printer', 'refuse', 'talk', 'without', 'pay', 'support', 'printer']"
15,16,2021-07-06 14:45:00,"I have tried multiple times to get help with my Canon G7020 printer. The automated online ""knowledge base"" doesn't help. I tried calling the Canon help number but the system informed me that I needed to log into my account first. I tried multiple times to log in to my Canon Account and am redirected immediately, and all I get is an error message. I cannot create an account because I already have one.

My printer is only a year old and any company that closes off support for a product that new doesn't deserve ANY customer loyalty.",neg,-0.04480519480519481,0.42683982683982685,"['try', 'multiple', 'time', 'help', 'canon', 'printer', 'automate', 'online', 'knowledge', 'base', 'help', 'try', 'call', 'canon', 'help', 'number', 'system', 'inform', 'need', 'log', 'account', 'first', 'try', 'multiple', 'time', 'log', 'canon', 'account', 'redirect', 'immediately', 'error', 'message', 'create', 'account', 'already', 'one', 'printer', 'yearold', 'company', 'close', 'support', 'product', 'new', 'deserve', 'customer', 'loyalty']"
16,17,2021-07-02 15:18:00,"I purchased a Canon Pixma TR4520 printer. I have not opened the box for a long time. When I finally started setting it up but I had difficulty placing the cartridges. In the meantime the printer sipped from my hands and fell. I tried a few times to insert the cartridges and then called Canon for advice. I had several exchanges on the phone and also via email and finally a technical support person told me that he had to do a test and decide on what to do next. He did his test with my help and determined that there was a problem with the printer and the fact that I was unable to insert the cartridges was because of the printer's dysfunctionality. I thought that the printer was damaged even tough it about 25 cm. height where it slipped from to the to the floor. He told me that Canon would send a replacement printer soon as I respond to his email message. He also took all the information about my name , address, printer's serial number, my buzzard no, etc. When I did not receive his email message, I contacted the company again and spoke to another representative who found all the records and asked me to respond to the same questions as the previous representative collected when I receive her email message. I sent the information, but she said she was unable to find the serial number. I requested that she escalate this matter to a higher level as I did not know what that meant and was unable to understand its implications. When I received a contact two day after, the person told me that he was asked by his supervisor hat the replacement printer would not be sent as the printer was dropped and the warranty did not cover this. I explained to the person that we have been having exchanges for the last three months for this issue and I was advised that the issue was not about the printer being dropped, I could not insert the cartridges as the printer was dysfunctional and that for the last two mounts I was assured that a replacement was to be sent to me promises and exchanges which were extremely time and energy consuming, the company decided to retract it s promise and left the customer in shock. It was truly unbelievable and I did not expect this from a company like CANON from which I purchased so many products and have held it in high regard. I would rate this experience zero.",neg,-0.08852777777777777,0.39491666666666664,"['purchase', 'canon', 'pixma', 'printer', 'open', 'box', 'long', 'time', 'finally', 'start', 'set', 'difficulty', 'place', 'cartridge', 'meantime', 'printer', 'sip', 'hand', 'fell', 'try', 'time', 'insert', 'cartridge', 'call', 'canon', 'advice', 'several', 'exchange', 'phone', 'also', 'via', 'email', 'finally', 'technicalsupport', 'person', 'told', 'test', 'decide', 'next', 'test', 'help', 'determine', 'problem', 'printer', 'fact', 'unable', 'insert', 'cartridge', 'printer', 'dysfunctionality', 'thought', 'printer', 'damage', 'even', 'tough', 'cm', 'height', 'slip', 'floor', 'told', 'canon', 'would', 'send', 'replacement', 'printer', 'soon', 'respond', 'email', 'message', 'also', 'take', 'information', 'name', 'address', 'printer', 'serial', 'number', 'buzzard', 'etc', 'receive', 'email', 'message', 'contact', 'company', 'spoke', 'another', 'representative', 'found', 'record', 'ask', 'respond', 'question', 'previous', 'representative', 'collect', 'receive', 'email', 'message', 'sent', 'information', 'say', 'unable', 'find', 'serial', 'number', 'request', 'escalate', 'matter', 'high', 'level', 'know', 'meant', 'unable', 'understand', 'implication', 'receive', 'contact', 'two', 'day', 'person', 'told', 'ask', 'supervisor', 'hat', 'replacement', 'printer', 'would', 'sent', 'printer', 'drop', 'warranty', 'cover', 'explain', 'person', 'exchange', 'last', 'three', 'month', 'issue', 'advise', 'issue', 'printer', 'drop', 'could', 'insert', 'cartridge', 'printer', 'dysfunctional', 'last', 'two', 'mount', 'assure', 'replacement', 'sent', 'promise', 'exchange', 'extremely', 'time', 'energy', 'consume', 'company', 'decide', 'retract', 'promise', 'left', 'customer', 'shock', 'truly', 'unbelievable', 'expect', 'company', 'like', 'canon', 'purchase', 'many', 'product', 'held', 'high', 'regard', 'would', 'rate', 'experience', 'zero']"
17,18,2021-06-29 12:55:00,"Tried to get help with my Canon MX472 printer and wasn't able to talk to anyone.
I was told to reset up an account and re register my printer. I set up an account again and when I went to register the printer was told they couldn't find an account for me.
Very poor service",neg,-0.010000000000000009,0.7025,"['try', 'help', 'canon', 'printer', 'able', 'talk', 'anyone', 'told', 'reset', 'account', 'register', 'printer', 'setup', 'account', 'go', 'register', 'printer', 'told', 'could', 'find', 'account', 'poor', 'service']"
18,19,2021-06-15 10:44:00,"I couldn't even get to a person on their technical support line, apparently you need to pay for that privilege. the machine told me that because my product wasn't purchased within the past year I had to go to my account and PURCHASE the right to get technical support for my printer. this is the only company that I have ever interacted with that had you pay to get help with the product you already paid for overall if I could give them a support review it would be a 0 out of 10 because I couldn't even get a person.",neg,0.01224489795918367,0.3336734693877551,"['could', 'even', 'person', 'technicalsupport', 'line', 'apparently', 'need', 'pay', 'privilege', 'machine', 'told', 'product', 'purchase', 'within', 'past', 'year', 'go', 'account', 'purchase', 'right', 'technicalsupport', 'printer', 'company', 'ever', 'interact', 'pay', 'help', 'product', 'already', 'paid', 'overall', 'could', 'give', 'support', 'review', 'would', 'could', 'even', 'person']"
19,20,2021-05-20 10:00:00,"I'm particularly frustrated with canon because I bought my 90D less than a year ago and it is already having software issues. I've had to spend money out of my own pocket just to ship it out to them. Every single time I've called, it's been a confusing endeavor. No representative felt knowledgeable or helpful. For such a big company that brings in PLENTY of revenue I would expect them to cover shipping to fix a problem that I didn't cause. I would also expect them to have better customer service. Seriously considering switching to Sony after this",neg,-0.052380952380952375,0.40529100529100526,"['particularly', 'frustrate', 'canon', 'bought', 'lessthan', 'year', 'ago', 'already', 'software', 'issue', 've', 'spend', 'money', 'pocket', 'ship', 'every', 'single', 'time', 've', 'call', 'confuse', 'endeavor', 'representative', 'felt', 'knowledgeable', 'helpful', 'big', 'company', 'brings', 'plenty', 'revenue', 'would', 'expect', 'cover', 'shipping', 'fix', 'problem', 'cause', 'would', 'also', 'expect', 'well', 'customerservice', 'seriously', 'consider', 'switch', 'sony']"
20,21,2021-05-08 07:12:00,"Hi Red: I have the same issue as well with setting up my account and was unable to connect. Also, my printer did not work with my laptop but only my desktop and they are both Windows 10.",neg,-0.125,0.40625,"['hi', 'red', 'issue', 'well', 'settingup', 'account', 'unable', 'connect', 'also', 'printer', 'work', 'laptop', 'desktop']"
21,22,2021-05-08 07:09:00,"Tech support is helpful but their customer service is awful. They can only read like a child what's on the screen, not resolving issues when you contact them. Don't order ink cartridges from them, they stated 3-7 business days but I ordered on 4/23/21, they emailed me that they shipped it on 4/26/21 through Pitney Bowes and today when I called 11 days after their shipping date, the woman on the phone stated that it finally made it to Orlando FedEx on 5/7/21. I am being nice to allow 11 days but this is ridiculous for 2 small cartridge that could have been shipped via USPS and made it by 4/30. Never again, will I order anything from Canon. I decided to give away my printer because I don't condone stupidity in a company.",neg,-0.22619047619047622,0.9142857142857144,"['tech', 'support', 'helpful', 'customerservice', 'awful', 'read', 'like', 'child', 'screen', 'resolve', 'issue', 'contact', 'order', 'ink', 'cartridge', 'state', 'business', 'day', 'order', 'email', 'ship', 'pitney', 'bowes', 'today', 'call', 'day', 'shipping', 'date', 'woman', 'phone', 'state', 'finally', 'make', 'orlando', 'fedex', 'nice', 'allow', 'day', 'ridiculous', 'small', 'cartridge', 'could', 'ship', 'via', 'usps', 'make', 'never', 'order', 'anything', 'canon', 'decide', 'give', 'away', 'printer', 'condone', 'stupidity', 'company']"
22,23,2021-05-07 12:13:00,"I called Canon support for my PUXMA MS922 printer
I wanted phone support but was told my name telephone number & email were not registered (which I knew they were)
That I had to create an account & pay for support
While I am being helped I decide to log on to the Canon website myself & I am registered perfectly I
tell the person I do not want to continue the process & they tell Me Too Late we do not give refunds",neg,0.35,0.8,"['call', 'canon', 'support', 'puxma', 'printer', 'want', 'phone', 'support', 'told', 'name', 'telephone', 'number', 'email', 'register', 'knew', 'create', 'account', 'pay', 'support', 'help', 'decide', 'log', 'canon', 'website', 'register', 'perfectly', 'tell', 'person', 'want', 'continue', 'process', 'tell', 'late', 'give', 'refund']"
23,24,2021-04-25 12:40:00,"both the telephone number and times answered, and the link supplied to obtain an RMA number noted on the back of the invoice do not work.",neg,0.0,0.0,"['telephone', 'number', 'time', 'answer', 'link', 'supply', 'obtain', 'rma', 'number', 'note', 'back', 'invoice', 'work']"
49,50,2021-04-21 08:19:00,"I purchased a Canon Pixma Pro - 200 this spring and have had colour management issues with it. It appears to be using too much ink and my coloured documents are printing darker than they are on the screen and what comes out of other printers. I have spoken to Canon three times and they have been 0 help. They do not have an explanation for why it would be doing that and that I should trial and error on my own with different settings. (... yes because I would love to waste more time, ink and paper). To boot, I asked what settings I should alter so I could understand what I was doing to alter the document and the CSR could not answer questions about what the different settings would do.",neg,0.184375,0.484375,"['purchase', 'canon', 'pixma', 'pro', 'spring', 'colour', 'management', 'issue', 'appear', 'use', 'much', 'ink', 'colour', 'document', 'printing', 'darker', 'screen', 'come', 'printer', 'spoken', 'canon', 'three', 'time', 'help', 'explanation', 'would', 'trial', 'error', 'different', 'setting', 'yes', 'would', 'love', 'waste', 'time', 'ink', 'paper', 'boot', 'ask', 'setting', 'alter', 'could', 'understand', 'alter', 'document', 'csr', 'could', 'answer', 'question', 'different', 'setting', 'would']"
50,51,2021-04-08 11:12:00,"Great products, dumb unresponsive support
How moronic are the website when in chat you are at 3 or 4 or any other place and when its coming to your turn - 30 minutes later you get a stupid message that no agent is available ant go f&&k yourself",neg,-0.016666666666666646,0.5041666666666667,"['great', 'product', 'dumb', 'unresponsive', 'support', 'moronic', 'website', 'chat', 'place', 'come', 'turn', 'minute', 'later', 'stupid', 'message', 'agent', 'available', 'ant', 'go', 'f', 'k']"
51,52,2021-03-08 16:47:00,Canon sucks so bad don't waste your money on their garbage products you've all been warned . Customer service is non existent,neg,-0.3999999999999999,0.3222222222222222,"['canon', 'suck', 'bad', 'waste', 'money', 'garbage', 'product', 've', 'warn', 'customer', 'service', 'non', 'existent']"
52,53,2021-03-04 08:48:00,"Canon support is now absolutely terrible! The Live Chat does not work. After connecting, it says you are in the queue and gives you a waiting time. You wait, wait, wait - when you are finally up, it kicks you out and says noone is available to help right now. I have tried many times at various times of the day with the same result. Then I sent an email - after 3 days no reply. I am a small business relying on my equipment to conduct my work. 3 days of no reply means 3 days that I am not using my equipment. No phone number anywhere on their site to call. Their online suggestions and tech support are terrible -and create more problems than they solve. There are many comments online that their solution does not work, but Canon does not appear to be addressing them. They used to be so good - now it appears they just want to sell equipment and not deal with any issues like their scanner driver not working. Very frustrating experience. Be warned - the printer I bought a few years ago is great, but I may have to replace it as the scanner is constantly dropping out and Canon does not appear to be interested in fixing this issue. What a load on the environment when good printers are disposed of due to an unfixable driver error!",neg,0.0822913961038961,0.5609523809523809,"['canon', 'support', 'absolutely', 'terrible', 'live', 'chat', 'work', 'connect', 'say', 'queue', 'give', 'wait', 'time', 'wait', 'wait', 'wait', 'finally', 'kick', 'say', 'noone', 'available', 'help', 'right', 'try', 'many', 'time', 'various', 'time', 'day', 'result', 'sent', 'email', 'day', 'reply', 'small', 'business', 'rely', 'equipment', 'conduct', 'work', 'day', 'reply', 'mean', 'day', 'use', 'equipment', 'phone', 'number', 'anywhere', 'site', 'call', 'online', 'suggestion', 'techsupport', 'terrible', 'and', 'create', 'problem', 'solve', 'many', 'comment', 'online', 'solution', 'work', 'canon', 'appear', 'address', 'use', 'good', 'appear', 'want', 'sell', 'equipment', 'deal', 'issue', 'like', 'scanner', 'driver', 'work', 'frustrate', 'experience', 'warn', 'printer', 'bought', 'year', 'ago', 'great', 'may', 'replace', 'scanner', 'constantly', 'drop', 'canon', 'appear', 'interested', 'fix', 'issue', 'load', 'environment', 'good', 'printer', 'dispose', 'due', 'unfixable', 'driver', 'error']"
53,54,2021-03-02 11:45:00,"I bought a Canon Pixma 4522 when Walmart didn't have the kind of printer I wanted in stock. Worst piece of garbage I've ever had the displeasure to own. Frequently, the paper won't feed or it gets jammed, gets jammed often. There are constantly codes coming up, often out of the blue sky, which I have to research to fix if the problem can be figured out at all. Tomorrow I'll purchase and go back to my default brand and then I'm going to take the Canon printer into my back yard and break it into a million little pieces with a sledge hammer.",neg,-0.007954545454545462,0.48484848484848475,"['bought', 'canon', 'pixma', 'walmart', 'kind', 'printer', 'want', 'stock', 'bad', 'piece', 'garbage', 've', 'ever', 'displeasure', 'frequently', 'paper', 'wont', 'feed', 'get', 'jammed', 'get', 'jammed', 'often', 'constantly', 'code', 'come', 'often', 'blue', 'sky', 'research', 'fix', 'problem', 'figure', 'tomorrow', 'll', 'purchase', 'go', 'back', 'default', 'brand', 'go', 'take', 'canon', 'printer', 'back', 'yard', 'break', 'million', 'little', 'piece', 'sledge', 'hammer']"
54,55,2021-02-06 18:16:00,Canon customer service is the absolute worst & they'll never again receive my companies business. I was advised I'd receive a callback at a certain date and time and did not. Very unprofessional!,neg,-0.17767857142857144,0.6928571428571428,"['canon', 'customerservice', 'absolute', 'bad', 'll', 'never', 'receive', 'company', 'business', 'advise', 'd', 'receive', 'callback', 'certain', 'date', 'time', 'unprofessional']"
55,56,2021-01-28 11:03:00,The worst.,neg,-1.0,1.0,['bad']
56,57,2021-01-25 10:18:00,"Ordered ink 12/15/20. They got paid and no ink. All I get is it's on backorder when I call. Online chat is ""full"" can't email and 40 min wait time to hopefully talk to someone? I'll look for a generic brand compatible with my printer next time.",neg,0.11666666666666665,0.18333333333333335,"['order', 'ink', 'get', 'paid', 'ink', 'backorder', 'call', 'online', 'chat', 'full', 'cant', 'email', 'min', 'wait', 'time', 'hopefully', 'talk', 'someone', 'll', 'look', 'generic', 'brand', 'compatible', 'printer', 'next', 'time']"
57,58,2021-01-20 12:15:00,Returned unused ink and asked for refund. Have not gotten a refund or satisfactory reply.,neg,0.0,0.0,"['return', 'unused', 'ink', 'ask', 'refund', 'gotten', 'refund', 'satisfactory', 'reply']"
58,59,2021-01-04 11:11:00,The tech support is basically unreachable because they don't listen to the answers I provided.,neg,0.0,0.0,"['techsupport', 'basically', 'unreachable', 'listen', 'answer', 'provide']"
59,60,2020-12-29 09:36:00,"I had a setup problem with the Maxify MB2720 printer. I tried calling the posted customer support numbers. Each time I have called during open business hours, waited for over 1/2 hour without any sort of notification on whether someone even exists in the support center, my place in line, expected wait time, etc. Finally, I've just given up and ended the call.
It's also very disappointing that there is no live chat support option (among all my other complaints right now).

It is easy to see why Canon customer support is rated so low on various sites (Yelp, etc.). I was stupid to buy a Canon product and won't do so again.

I can't rate the ""friendliness"", ""knowledge"" or other categories below because I couldn't even reach a person.",neg,-0.10608724608724608,0.5637728937728937,"['setup', 'problem', 'maxify', 'printer', 'try', 'call', 'post', 'customer', 'support', 'number', 'time', 'call', 'open', 'business', 'hour', 'wait', 'hour', 'without', 'sort', 'notification', 'whether', 'someone', 'even', 'exists', 'support', 'center', 'place', 'line', 'expect', 'wait', 'time', 'etc', 'finally', 've', 'give', 'end', 'call', 'also', 'disappoint', 'live', 'chat', 'support', 'option', 'among', 'complaint', 'right', 'easy', 'see', 'canon', 'customer', 'support', 'rat', 'low', 'various', 'site', 'yelp', 'etc', 'stupid', 'buy', 'canon', 'product', 'wont', 'cant', 'rate', 'friendliness', 'knowledge', 'category', 'could', 'even', 'reach', 'person']"
60,61,2020-12-11 09:12:00,"Canon customer service is non-existent. No one is available by phone unless you have over half an hour to wait; its online ""service"" does not work. Its online manual is not user-friendly. If you buy a Canon printer, be prepared to be marooned if/when something goes wrong with it.",neg,-0.08888888888888886,0.48888888888888893,"['canon', 'customerservice', 'nonexistent', 'one', 'available', 'phone', 'unless', 'half', 'anhour', 'wait', 'online', 'service', 'work', 'online', 'manual', 'userfriendly', 'buy', 'canon', 'printer', 'prepared', 'maroon', 'ifwhen', 'something', 'go', 'wrong']"
61,62,2020-12-08 08:35:00,"I cancelled a Canon order but they shipped it anyway and charged my credit card. Now I have to wait over 60 minutes for an RMA number. Believe it or not there is no on-line process for setting up a return!

This is very poor customer service. Next time I will buy from Amazon or one of the Camera retailers who value and properly staff for customer service.",neg,-0.17333333333333334,0.29333333333333333,"['cancel', 'canon', 'order', 'ship', 'anyway', 'charge', 'credit', 'card', 'wait', 'minute', 'rma', 'number', 'believe', 'online', 'process', 'settingup', 'return', 'poor', 'customerservice', 'next', 'time', 'buy', 'amazon', 'one', 'camera', 'retailer', 'value', 'properly', 'staff', 'customerservice']"
62,63,2020-12-02 09:05:00,"Very disappointed. Ordered the Powershot Zoom. Told it would ship on November 25. A week and a half ago, I got an email stating it would ship within 48 to 72 hours. Nothing yet. I did get two emails from Canon asking me to rate the product. The website says backordered. Called customer service and was told a 30 to 38 minute wait. After an hour and a half, I hung up. I get there are delays due to the pandemic, but communication is the key. Keep your customers informed with correct information and we can deal with the delays. Used to be a big Canon fan, not anymore.",neg,-0.23888888888888893,0.46388888888888896,"['disappointed', 'order', 'powershot', 'zoom', 'told', 'would', 'ship', 'november', 'week', 'half', 'ago', 'get', 'email', 'state', 'would', 'ship', 'within', 'hour', 'nothing', 'yet', 'two', 'email', 'canon', 'ask', 'rate', 'product', 'website', 'say', 'backordered', 'call', 'customerservice', 'told', 'minute', 'wait', 'anhour', 'half', 'hungup', 'delay', 'due', 'pandemic', 'communication', 'key', 'keep', 'customer', 'inform', 'correct', 'information', 'deal', 'delay', 'use', 'big', 'canon', 'fan', 'anymore']"
