17,Nintendo,"Summary: They have become a gimmicky company that generates income by tying accessories to the console.

We bought a used Wii-U off a third-party reseller and the LCD gamepad was busted. Since it is necessary to configure the console, we have been unable to use it.

That's perfectly fine, we knew the risks of buying used. However, for some unknown reason, the company does not sell the gamepad separately.

When we contacted customer support to attempt to repair/exchange the gamepad, they held onto for two weeks and ultimately told us they could not repair it, and could not exchange it.

So we asked if we could order a replacement from the company. They explained that it is against company policy to sell the replacement peripheral.

The only profitable incentive for them to do so is so that you're forced to buy another console, and to discourage the sale of used goods. This is not only terrible for the environment, but it is *terrible* for the consumer.

For this reason, I will make it a priority to get a used replacement and make sure they don't personally receive any of my money.",2015-10-06 16:06:00,neg
18,Nintendo,"They banned me for no reason and then wanted me to send them my photo ID to unlock it, this occurred as punishment when I unlisted from the promotional email list. Company policies are the worst. Going downhill, way to drive away your most loyal customers.",2015-09-18 08:24:00,neg
19,Nintendo,Changing out batteries on controllers and they do not work - do they 'expire' after a certain time?,2015-09-12 15:32:00,neg
20,Nintendo,I have purchased my last Nintendo product. The wii u is garbage. I purchased it for Zelda now your not even going to release it on this platform. The only games offered are old games. Totally upset.,2015-07-25 12:23:00,neg
21,Nintendo,I PURCHASE A WII AND DIDNT HAVE IT A YEAR AND GIVES THIS ERROR CANNOT READ DISC EVERYONE SEEMS TO HAVE THE SAME PROBLEM . WII GAME COSt Lots of money. Im very disappoint in this produce is tbere somewhere I file a complain and receive another wii im call the better bearu investigatiin to check on this product and the bad thing about it if I had of know it was foreign made and owned I wouldnt have purchased it,2015-07-19 17:22:00,neg
22,Nintendo,"I am upset with Nintendo. They had me buy games which I like then tell me I can get more out of them with Club Nintendo. So I followed the steps in registering them filled out surveys and it would say I had been rewarded. Come time when I am suppose to be getting my rewards for spending money on their products nothing appears. Because there system had a fault in it, so now I have to wait longer, and I have to pay more money for something that they said I earned already. I may be done with Nintendo after this.",2015-04-16 10:56:00,neg
23,Nintendo,"I bought a Majora's Mask 3ds xl as soon as it came out. It has been a massive disappointment - the 3d is much worse than my old one and I see ghosting all the time so it is giving me headaches and eyestrain.

I sent it in for inspection which took a week and they say there is nothing wrong with it. I have had to turn off the super stable 3d altogether which defeats the purpose of buying a new one.

Since it came back I have complained at least 5 times and been completely ignored.

Looks like I just wasted my money.",2015-04-14 08:48:00,neg
24,Nintendo,"Waited over an hour and a half for a chat representetive that never came, the phone number does not allow to wait for a next available rep and simply hangs up on me, meanwhile leaving me out 140$ because online purchases are system bound not account bound.",2015-02-13 13:30:00,neg
76,Nintendo,"I have had two experiences with nintendo support, I can't say exactly what they did for me as not to single anyone out, but they helped me greatly and quickly and are super fun and friendly. I believe it was Mercy and Melissa who were the most help and I'm super thankful of them!",2021-12-26 23:12:00,pos
77,Nintendo,"Spoke with customer service rep Ashley who was super kind, extremely helpful, and a total Rockstar! She helped me get everything figured out right away",2021-11-02 16:08:00,pos
78,Nintendo,"I was positivly surprised with how speedily they responded to my mail, and helped me with my problem. I could not be happier with how it all worked out. It was a very basic request, changing an email adress.",2021-09-22 01:38:00,pos
79,Nintendo,I called today cause I needed to get my switch's serial number as it was stolen. And honestly it was the best call experience I've ever had. Tony straight up solved the issue in like 10 seconds after getting my credentials and helped out even more with things that I didn't even know I needed to help get my switch back and protect my account. 10/10 service.,2021-01-05 08:23:00,pos
80,Nintendo,"Had to email Nintendo CS in order to unlink my NNID from my Wii U, the replies I got were very friendly and in-depth as in what I needed to do. They were finished with unlinking my NNID in less than a few hours (though I technically needed to wait an extra day to allow the Nintendo servers to update). Overall, brilliant customer support, and I'm glad to be a fan of Nintendo.",2017-04-12 15:47:00,pos
81,Nintendo,I have never had a problem with Nintendo; they have always gone above and beyond to help me over the phone. I wish every company cared about their customers like Nintendo does.,2016-07-27 15:58:00,pos
82,Nintendo,I was on the phone with Alexander and I had almost no clue what I was talking about :) but he was still the sweetest person no rude comments no nothing I'm only 13 lol and my uncle asked me to call for him and I am so lucky I got Alexander. He truly deserves a raise or something like a bonus check lol i don't know but what I do know is he was the sweetest person about my problem please tell him thank you for me. :) ( Nintendo Wii U ),2016-06-02 16:04:00,pos
83,Nintendo,"Nintendo - has to have - the very BEST Customer service. They are very understanding, they work very hard to help you the most they can. I was chatting with a client - who at the same time - was helping another. Its amazing to me how they keep their mentality, even with a Job that seems boring. They never seem to dissapoint:)",2016-02-13 18:24:00,pos
84,Nintendo,I just bought a New 3DS XL and had to call to transfer my Nintendo ID and had the best service ever on getting this done My Rep's name was Cory and very kind and quick about his work,2015-07-17 11:32:00,pos
85,Nintendo,"Had issues with a predownloaded game that was now missing from my sons 3ds. Earned a headache trying to trouble shoot it myself.
Called the hotline and a well spoken man had me fixed up in less than a few minutes.

To be honest, i was surprised such a large company had quick customer service , that actually knew what they were doing. Ive had horrible luck with cable and phone company customer services, this was nice for a change.",2015-05-09 07:45:00,pos
86,Nintendo,"When I had an issue with a 3DS that was out of warranty they dropped the repair fee from 120 to 80 dollars, nintendo actually understands about their customers and about new products coming up so that we know the same!",2015-03-18 16:53:00,pos
87,Nintendo,"Hello, today I'm writing to you because of the problem of your DS game case/package. I find it somewhat wasteful because from all the calculations I have done I have worked out that one case can hold 32 game cartridges. Also that is a lot of wasted plastic because you have plastic layered around the case then the case itself and the paper artwork. My suggestion is to make a case that is just a little bigger than the game and put a little piece of folded paper that has a link to your website so that everyone that wants to read the ""heath and safety"" information they can find it there. Than by doing so you can help stop the waste of all the plastic and save yourself some money by ordering less plastic and paper. So to finish off I would like to say I love your games but not the packaging. Thank you for reading and I hope you take this into consideration.",2015-03-11 12:06:00,pos
88,Nintendo,"Nintendo's customer service is one of the best I interact with compared to other companies. Let me explain ...

My 3ds xl analog stick won't snap back into the center and when it did break I heard a snap so the rep for repair notice it was a physical issue. First it was about $135 which is a bit much but little low so I said I can't pay that now but I will surely do it in the future.

Then he said ""no problem"" but followed me with a price drop which was out of nowhere and said about $104 roughly then I'm like ""I still can't do it right now but thank you so much"" but then he said exactly these words ""It's surely not a problem Mr.XXXX but I can give you even a lower drop to say ... $80 and do not worry because this offer stands about 6 months! We want to keep people in the nintendo family...""

I never heard a rep sound so ""concerning"" but yet business like and not out of desperation. I had no words but thank you for this guy.

If I had a list for Customer service then Nintendo should be at least number 1.",2015-02-14 17:12:00,pos
89,Nintendo,"The thing about Nintendo consumer service is, yes, nintendo does have some policies and procedures that not all may agree on.
But the bottom line is, if you have a problem, call Nintendo and seek help from the reps.
They DO want to help, not all, but some people still care about customer satisfaction.",2015-02-11 01:49:00,pos
90,Nintendo,They did fine it was a very good call.,2014-12-29 16:09:00,pos
91,Nintendo,the best helper was the person who helped me at 5:51 pm central pacific here in houston TX thanks to the person i never caught his name,2014-12-17 16:58:00,pos
92,Nintendo,"I called Nintendo Customer Service twice today, after realizing I could possibly fix two major issues I've had (One of which was my fault, the other was not). The first call went nicely, I informed the employee of my issue: Super Paper Mario wouldn't load. He assisted me in solving this, but even though he came to the conclusion that I would have to purchase a new game, I found him to be friendly and helpful. He even went so far as to suggest I don't buy a copy from their website, as there were many places it could be bought from for cheaper, which I found to be very nice of him.
The second call was made because I had lost a 3DS XL with a Nintendo Network Account linked to it, so I was worried that if it were found, it could be abused. This time I was put on hold for maybe a minute or two, when a nice lady picked up my call and assisted me. I gave her some information, and then was put on hold again, for maybe 2 minutes. After that, she checked to see if I was still there, gave me a little bit more information on what she was doing, then put me on hold again. I was only on hold for about a minute before she picked up again and helped me with my issue, step by step.
While neither issue was completely resolved right then and there, Nintendo's customer service is much better than many others I have utilized, and helpful with a short hold time.",2014-05-20 09:37:00,pos
93,Nintendo,"Nintendo has the greatest customer service.
Thanks man.",2014-04-02 12:52:00,pos
94,Nintendo,"I never had a problem with Nintendo and I have been using their products and services for over 20 years. Based on the negative comments that look like they were written by 5 year olds, they don't seem to know anything about the products and think everything was somehow nintendo's fault. I'm sure their kids broke their stuff and they think Nintendo should cover the costs. That's not how warranties work.",2013-11-03 12:27:00,pos
95,Nintendo,"Fixed my Nintendo Wii for a reasonable price when it broke. Sent me free games, and random surprises in the mail for registering products.",2013-05-06 14:56:00,pos
96,Nintendo,"Called Nintendo Customer Support today. Didn't even have to wait a second, I was already talking with the guy who helped me. Even though I speak English very terrible, he understood me perfectly.",2013-05-01 04:14:00,pos
97,Nintendo,I called customer service and they answered right away. They were very pleasant and helpful.,2013-04-24 12:54:00,pos
98,Nintendo,I had to call twice in one day LOL but the people i spoke to helped me ! It dint take long and all very nice people ! They know what there doing !!,2013-04-23 13:07:00,pos
99,Nintendo,"UPDATE: I did send our unit in for the intermittent touch screen problem and Nintendo did replace our unit with a (what I am sure is a refurbished) unit, at no charge. All seems to be in good working order. I was happy with the emailing of what was happening and that they had received my unit and when it was coming back to us. The UPS shipment was on the exact date they said it would be.

The only downside.. I wish there were some kind of paperwork showing what the problem was. They did say that the problem was repaired/or unit replaced..but did not tell me what they found the problem to be. Other than that this was a good outcoming. Exactly as it should have been from the beginning. Thank you Nintendo!",2013-02-18 09:42:00,pos
100,Nintendo,"I have mixed feelings about my customer service experience with Nintendo.

First off, let me say that I LOVE Nintendo products. Over the years we have purchased and owned every single console that they have released without incident. So I was confident I was making the right choice when I decided to buy my daughter a Nintendo DSi for Christmas.

At first, it worked as expected, but after a month of owning it we went to play a newly purchased game and the console was not recognizing that a game cartridge was inserted. We tried other games that had previously worked, and got the same response.

I looked online to see if there were any remedies and was directed to call customer service, which I did. I spoke to a wonderful woman who was extremely helpful and understanding. and instructed me on how to submit the DSi for repair. So that particular customer service experience with Nintendo was extremely pleasant and positive.

Fast forward a week. I checked my inbox and noticed I had an e-mail from Nintendo stating that the reason for the DSi not recognizing games was deemed to be physical damage and they wanted $95.00 in order to fix it and ship it back. This presented 2 issues.

#1. I knew there was no way my child could have physically damaged the system as she was never permitted to play with the system unless supervised by myself or my husband.

#2. The $95 repair fee is obscene considering the that the actual retail price of the unit is $99, and they can often be found on sale as low as $69 (what I paid).

I called customer service to get information on what issues they found that lead them to believe that the system was physically damaged.

I spoke to a man who was professional enough, but quite condescending in that he basically made me feel like a villain and told me in not so many words that one way or another we broke the console and would be responsible for the costs.

I stated that wasn't a satisfactory resolution given the above, he offered to take $20 off the repair fee, which would have still left me paying $75....still more than I paid to purchase the console.

He said that was all he could do for me, so I requested to speak to someone who could do more for me and was put on hold for his supervisor.

I must state that during the entire conversation I was extremely pleasant and calm, but firm.

The same customer service representative came back after a few minutes of me being on hold and notified me that he has spoken with his supervisor and was authorized to do a one time Non-Warranty repair at no cost to us.

I am extremely pleased that that was the final outcome, but displeased that I was made to feel like I was somehow scamming the company. It's faithful customers such as myself who continue to pour money into the company that keep a company such as this one thriving. To insult and alienate us does nothing to secure future customer and brand loyalty.",2013-02-06 11:55:00,pos
