10,2019-10-17 18:08:00,"Return policy is unfair. . . On 9/14/19 made small purchase of 2 pkgs L'Oreal mascara totaling $19.98 +tax. It was on 10/17/19 that I finally opened a tube for use & found contents completely dry. Brought back both opened & unopened pkgs, and was told since return was over 30 days (3 days tardy mind you) store policy gave me no choice but to get replacement mascaras. I expressed not wanting to risk getting another dried out mascara. Kmart's cosmetic dept is clearly NOT being restocked, and I asked cashier if I could get merchandise credit due to circumstances of inferior product. Was told no, but she agreed to allow me to pick out other types of cosmetics to total the $20 since I could not get my money back. Found Kmart's cosmetic shelves a mess & nearly empty, and what was left was picked over with items found opened or broken. After quite some time, I gathered some decent items; and after being rung up back at Customer Service, cashier informed me I had approx only $8.00 worth of items. Went back & rummaged again thru pitiful stock, wasting huge amount of my time. On my 2nd return to Customer Service desk, still was under value of my $20.00. I gave up at that point, and just settled. Did not want to go back to Cosmetics a third time. Cashier charged me for 2 items under $5.00 my husband chose because they weren't ""cosmetics"" and could not be included in my $20 replacement items. Kmart should give dissatisfied customers store merchandise credits or there should be some leniency with return dates. It was only 33 days after my initial purchase! I won't ever return to Kmart because of their inflexible return policy",neg,Kmart
11,2019-08-22 10:21:00,KMART is a SCAMMER. i bought 10+ shorts and was delivered on time but since i ordered medium i thought i could all wear it. they deliver all HUGE GRANDMAS shorts and shirt.i return all knowing that they will refund me. paypal refund me for only one order. its a shame that this big companies scam their customers. i have to explain 3 times for paypal to get my money but they wont give me my refund. KMART IS A SCAM!!!! beware,neg,Kmart
12,2019-08-19 11:53:00,No wonder they are going out of business,neg,Kmart
13,2019-07-18 14:08:00,"I tried to order my safe Trax shoes online last week. I was going to have them sent to the Mattydale NY store, but they said the store had them in stock. So I went there but they did not have my size. The online site would not let me have the shoes sent to the store. Then I ordered online and had them delivered to my home. Wednesday they were delivered. I opened the box . Wrong shoes I ordered Brenna's they sent Jessie's. I tried to call the service number. Was on hold 15 minutes. I gave up. VERY DISAPPOINTED!!!",neg,Kmart
14,2019-07-17 15:49:00,The worst place to deal with they are liers,neg,Kmart
15,2019-05-24 16:22:00,"I would like to start out by saying I have never had a worse experience shopping at any store.
On April 14, 2019 we shopped at Kmart store 7246
Address 3150National Road West Richmond, Indiana phone # 765-966-2561
Receipt 07246 041419 004 99226 at 5:47PM (7246 04 9922 0060) cashier Ashley
Sorry for all the info but I do not know how far we need to go to get our money back.

On this receipt are 2 steam cards at 50.00 each. Both cards stated on receipt that they failed
Card one 07675006869 card account #6484 states on receipt FAILED
Card two 07675006869 card account #9312 states on receipt FAILED

These were purchased for our grandsons Birthday so was not tried till later. When my wife saw the cards failed she questioned the clerk and asks her to re-ring them which she refused to do stating they were fixed and perfectly fine. When my grandson tried to use the cards, it did not work. He called my son, he tried with same results. We ran a total of the bill and the cards were a part of the total purchase.
Today 5/24/19 we drove from Rushville In to Richmond with cards and receipt.
The clerk said there was nothing he could do so we ask to talk to a manager. She looked and said it should have not been included as a cost. She also reran the receipt and acknowledged the two steam cards had been charged on the receipt.
Now we figured this should be a simple process but manager said she could not refund money and we would have to come back with the Discover statement showing the charge for the two cards.
I contacted Discover and they said they could fax a copy but was told by Kmart manager that they did not have a fax number and we would have to come back with the statement from Discover so they could send the info to corporate. We asked if we brought it back tonight, could we get a start of getting this resolved but was told no manager would be on duty to help us.
I believe we are getting the run around and I am very upset with how this is playing out so to anyone who still uses Kmart, be for warned, they do not take customer service seriously.
Howard Pierce
olegoat@gmail.com
317-560-1396",neg,Kmart
16,2019-04-02 07:13:00,"I received two clothing outfits from my baby shower with no gift receipt. K-Mart tags were fully intact. They refused to exchange without a receipt or gift receipt. They asked me if I knew who gave it to me so I could ask them for their receipt and I told they, why would I want to tell my guest that I didn't like their gift and I'm exchanging it?
In a moment of frustration I told them they could keep the items but then I took it back and told them I was just going to donate them next door at Goodwill.
I'm never shopping at Kmart ever again.",neg,Kmart
17,2019-03-17 09:38:00,"Wife bought a pair of pants, returned to the store and tried exchanging them for a pair one size down. We told them we have their credit card and no problem if only partial credit. The tags bearing KMART brand and size all intact, however no receipt. Pleaded with manager to no avail. Was told recent closings made the sale final. Not feeling so bad that they are on the way out. All my future purchases will be wherever return policy is flexible (i.e. Walmart).",neg,Kmart
18,2019-03-06 16:30:00,My daughter received a gift for her newborn baby and they are all too small I went to return them with no gift receipt and they said you cannot I said then let me just exchange them for a bigger size and they said you cannot and I said I will never be back in Kmart again,neg,Kmart
19,2019-02-26 10:45:00,trying to print a return label is impossible. No so HAPPY.,neg,Kmart
20,2019-02-22 18:05:00,"Went to white Plains ny to return item , guy at customer service refused my item without a receipt!",neg,Kmart
21,2019-02-06 12:45:00,"Complete and utter bull****. I bought a pair of socks last week and tried exchanging them for a pack of under shirts. I told them I would gladly pay the difference. The tag on the socks specifically says KMART and yet, no dice because I didn't have a receipt. No wonder they are all closing. Over priced and bull**** return policies. GOOD RIDDANCE!!",neg,Kmart
22,2019-01-16 17:40:00,Been trying to return a defective Christmas item for 3 weeks. Online does not work. No stores nowhere anymore and the customer service number is a joke. They keep saying they are sending a shipping label and still have not gotten anything. What a joke.,neg,Kmart
23,2018-12-29 18:39:00,"Kmart wonders why they're going out of business everywhere. These employees act like they own the store. If I can't exchange a onesie for my daughter 4 days after Christmas without the original receipt, then it was a mistake shipping there in the first place. I'm absolutely disgusted and aggravated at the pure ignorance and attitude given from the New Castle, PA Kmart. The supervisor Tracy was a real piece of work. I hope denying a child a Christmas gift that fits makes you sleep better at night. And when you finally get canned as your precious store goes under with the rest, keep that same snooty, arrogant attitude when applying for a job elsewhere. I have 4 family members who run chain stores around the area. All have been alerted to your name and resume (kmart) so please try and apply to any one of them. They won't be needing your services, sorry.",neg,Kmart
24,2018-12-27 13:46:00,"The karaokie machine has terrible vibration in speaker and it sounds terrible,that is unexceptible. I do not recommend to anyone.",neg,Kmart
75,2018-10-24 15:57:00,"I Too Was Utterly Disgusted With The Exchange Policy At Kmart. I Went To Exchange A Pair Of Boots My 6 Yr Old Received For Her Birthday. These Were Clearly Kmart Items, Per My Sister And Per The Tags. I Went Exhange Them For 1 Size Bigger. I Was Told Without The Receipt I Couldnt. The Representative Was Less Than Helpful And Im Stuck With Boots That Dont Fit My Daughter. Can Anyone Say--good Bye Kmart, Hello Kohls..... I Wont Even Shop At Kmart Anymore If They Reconsider Their Policy. They Dont Sell One Item I Cant Get At Kohls/target Or Kmart... Those Stores Never And I Mean Never Give You A Hard Time. Ps Customer Service Is The Eyes Into How A Company Really Feels About Its Patrons. ****************************you Work Hard For Your Money- Make Sure You Shop At Companies That Work Hard To Keep You. Together We Are Heard...",neg,Kmart
76,2018-10-09 17:28:00,"I Called 1 Cs No Tonight And Got Puerto Rico (i Had Called This No 2 Days Ago With No Problem).

The 2d No I Called The Rep Knew Nothing So I Asked For A Supervisor He Put Me On Hold Forever - I Doubted Whether He Was Coming Back - Well The Supervisor Called Back And When I Asked Why A Shipping Charge Keeps Showing Up On My Online Order He Said I Should Order From Him. After Repeating And Explaining My 3 Items I Gave Up. He Explained I Can Only Get Free Shipping On $99 Or More. I Said That Is Not What It Says On Line. I Gave Up On Himas Well.


All Items Are Sold By Kmart.

I Had A Chat 2 Days Ago And Was Told I Had To Open An Acct With Sears To Track My Kmart Order! I Didnt Have A Mobile Phone So Couldnt Do That - This Was After I Said I Did Not Want A Sears Acct. I Told Him I Have Never Had A Problem Like This Ordering On Line. Shipping Is Only $6.99 But Im Just Angry That No One Knows Anything - So Quit Sending Me Msgs Telling Me To Check Out!",neg,Kmart
77,2018-10-04 23:10:00,"I Wanted to say how disgusted I was with The K mart In Raleigh North Carolina
and their return policy is ridiculous. I received a gift for my Birthday from my husband (he never keeps receipts) and I do not have a receipt only wanted to exchange two pair of pants for one a size bigger had tags never been worn, could not do a simple exchange, did not want mo money back would have paid extra. However

On any day anytime at any Walmart store you can walk in and can do this all day long. I truly believe this is why all Kmarts are closing. I love Kmart and all their clothes but since no more it's ridiculous when you have to drive an hour out of your way to return something you received as a gift I can't exchange it I don't want the money I just wanted a pair of pants needless to say I have 2 pair of pants I cannot turn into dish rags.FYI..I Have to buy for 16 Immediate family Members each Christmas and I keep each and every receipt make a copy of it too Break out and keep track of What is for Each Person. I said in to a great storeThey will be miss that 1 it was a great store.",neg,Kmart
78,2018-09-20 04:19:00,"I've been to the Lebanon, PA Kmart 3 times in the last month. I am disabled and need an electric scooter to shop. I've asked the Manager each time why they don't have any scooters available, they use to have them. She told me they broke down and since they were too old, they couldn't find parts. So buy new ones, they only had 2. She said Corporate isn't approving that purchase. Hey CORPORATE...you're losing money from those of us who need mobility in your stores. WAKE UP!!!",neg,Kmart
79,2018-09-18 00:54:00,Went into Kmart Corio on Monday about 10.00am all registers were closed only self serve were open. So much for choices people have and so much for giving people jobs,neg,Kmart
80,2018-09-16 12:46:00,The oxon hill store called cops instead if helping customer in shoe department who was asking for help and never got it started helping herslef but didnt steal anythingwas just looking for shoe they called 4 cops who did apologize but store didnt,neg,Kmart
81,2018-09-13 10:24:00,"I bought some clothing items for a friend prior to leaving town for a few weeks on a volunteer mission. I got back to town and the items did not fit. This was on the 34th day after purchase. The items still had their tags on, were still in the original bag and I had my receipt. I took them back to the store. They would not refund the money or even give in store credit. They told me to call Kmart Corporate. Could not get a person in the US. I work around the corner from this location. I shop there at least 2 times a week. I will never shop their again.... This is ridiculous.... This is why they are closing stores left and right. As much as I dislike Wal-mart I will purchase from them from now on, or if I can find a local provider is even better.",neg,Kmart
82,2018-08-27 09:10:00,"This was taken directly off KMart.com website.

KMART RETURN POLICY - Effective with sales starting February 7, 2018

We want you to be satisfied with your purchase.

Returns

Most products can be returned in new condition, with the original packaging (including accessories, manuals and parts) along with your receipt. Shop Your Way Members now get 45 days from date of purchase to return most items! 30 days from date of purchase for most products for non-members.",neg,Kmart
83,2018-08-21 15:45:00,"I stopped going to the local Kmart when I could not get an employee to wait on me at the jewelry counter. I was trying to buy 14kt gold chains for Christmas gifts and I had to ask several times for someone to help me. When a woman employee finally did show up she had a $hitty attitude because she ""had to walk all the way from the back of the store."" to quote her. I complained to the Manager about the lack of customer service but he didn't care either so I took my money elsewhere and have not gone back.",neg,Kmart
84,2018-08-17 08:45:00,"No wonder why there always closing store's, it's not hard to follow suit with all the rest of the store's out there,you can't return anything anymore without a receipt,what if you loose it like I did, then your f----d,what a joke,the last time I'm ever shopping at a K-MART.",neg,Kmart
85,2018-07-29 07:03:00,worst experience ever. tried to return a defective pool float. told it was opened and could only exchange. was a poorly made and did not want another one. manager was very rude. only store that will not allow returns on opened products. It was only a box with top opened. told mgr to just keep it and left. he could have cared less about an unhappy customer.,neg,Kmart
86,2018-07-09 08:59:00,"For our wedding we received an 800 thread count set of sheets (priced at 178.99) when I went to put them on our bed I noticed that they were a queen set- and we have a king size bed. So I looked up the closest Kmart to our house (over an hour away) and drove their thinking like Bed Bath and Beyond, Walmart, target and Kohl's I could have easily switched the queen for king and paid the price difference. They would NOT let me do this.... the worker accused me of stealing the sheets that she watched me walk in the store with....(mind you I didn't money I was actually offering to pay MORE) so I called corporate had the same run around scripted convo with their rep- asked to speak to a supervisor and was put on hold for 1:45 mins before being told no supervisors are available, but someone would call me back within an hour. 2 weeks later no call back, so my husband called same scripted conversation and 3 days later NO CALL back. Worst customer service EVER. This is why they have no stores left.",neg,Kmart
87,2018-07-02 19:45:00,"Kmart has the worse return policy.the sym membership is ripping customers off. If you do not give your phone number as a member when you make each purchases you can not even get a store credit or exchange for something of equal value without you receipt ,If you do not become a member you can. The return policy is intentionally misleading to scam the customers. The membership is a scam the point is taken of.also unfairly . Just do not shop at Kmart .I was a loyal customer . I never will I shop there again. They sell your information also, probably.. Do not give phone number to them,please.thus store is the worse.",neg,Kmart
88,2018-07-02 14:30:00,"Just ran into Kmart's return policy like so many other disgruntled customers. This is an example of why these once mighty retailers are hitting the skids. I'd say wake up Sears/Kmart, but it's probably too late for them anyways.",neg,Kmart
89,2018-06-25 10:22:00,I did not have a return. I had an exchange. I forgot my receipt at home and they would not exchange them. So since I have to drive all the way back home. And all the way back. I will now be returning them. I will never shop at k Mart again. You have lost a faithful customer that spends a lot of money there.,neg,Kmart
90,2018-06-25 09:41:00,"I stopped at my local kmart in Hamilton, Mt last thurs and on Fri noticed they had charged me twice for the same order. I called as soon as I found out on Friday and was told I had to wait till Monday to talk to someone who could help. Called today and after all that I'm being told once the get a hold of headquarters it will take 12 to 14 business days to refund me! How is that a way to run your buisness?",neg,Kmart
91,2018-06-18 17:32:00,"Very frustrated. Try to use my free cash points just get routed to empty cart and login

Try to login password wrong. Tried reset password. Does not reset. About to give up!!!!",neg,Kmart
92,2018-06-03 11:47:00,"K-Marts exchange policy is horrible and I will never step foot in their stores again. No wonder they are having to close down.
Because my items were over 45 days old.NEVER worn, I took in receipts and they would not
let me just exchange for a larger size........I purchased in Feb. for summer months and
never wore them, my fault I gained 5 lbs over winter but shouldn't be punished by not
allowing me to simply exchange SAME item for larger size. I'm telling all my friends to not shop there as well. Don't think it will matter to your customer service, due to the fact that your stores are closing. This is no way to treat customers who in good faith spend the money. Mine SSI money I will mark them as spam from now on IF they so much as send me an add. Forget the money I've earned for rewards. K Mart can keep it.",neg,Kmart
93,2018-05-25 11:30:00,I live in Indianapolis on the west side I have tried today to reach the customer service desk I have been on the phone a multitude of times and no one answers the phone I cannot get through very poor service,neg,Kmart
94,2018-05-21 14:06:00,"Your store in Auburn CA. on Bell Rd has no riding carts. I am a 100% disabled Vietnam vet and need

this item. They have had none for over a month now and I have to go to Wal Mart. The mgt at the store is unconcerned over this matter and I am a long time K-Mart customer but am getting disgusted. You need new manager at this store. Paul McDaniel.",neg,Kmart
95,2018-05-20 14:05:00,"Online return policy says 90 days-with receipts. In store says no refund or exchange or store credit after 30 days.
I will be sure to tell everyone I know to never shop there. Seems illegal.",neg,Kmart
96,2018-05-19 20:59:00,"I went to Guam KMart at 10pm. I was in the handicap cart. I couldn't get through the aisle because the lines were long. Only about 4 stations were opened. I went to the electronics to pay for the goods I had; no one was there. I went to jewelry dept. the clerk was helping someone. After 5+ minutes, the clerk told me the register is closed, no sign on the counter. I decided to speak to the manager. I told her she should open all the registers and she told me she couldn't because check out is on schedule. I told her I was going to call the fire dept because it is a hazard in the store. An influx of Japanese tourists were all around, which means they will take longer because of the language barrier. She told me to go ahead and call the fire dept. I don't think that's a solution. If I were the manager, I would call in checkers that are off duty to rectify the problem. I left the cart and left. There was another instance when I was there and blue light was announced, so I stocked up on the items. When I went to the register, it rang regular prce; so I told the clerk that it was blue light. She told me to go find the blue light guy at the far end of the building, he was nowhere to be found. I dragged my heavy cart back to the register and told the clerk to eliminate the items She said I had to go to the end of the line. I told her that she sent me when she should close her register and search herself. I had placed a large laundry basket on the counter with a lot of items inside. She slammed the basket into my cart and told me to go to another cashier because she will not help me. I threw the basket back on the counter and told her she can put it back.",neg,Kmart
97,2018-05-18 19:11:00,"What a radicuolous return policy?!
I've been shopping at K-mart for many years and was a loyal customer, but not anymore. I brought a stuff to return on 47th day and was denied. All other stores have 90 days policy.
Very disappointing and upsetting!!! No more shopping at K-mart!!!",neg,Kmart
98,2018-05-17 10:26:00,"I've been a loyal customer since the key largo store open back in the 80s.

No more... I will never step in that store as long as I live.

Your stupid return policy sucks!!

You kept my reward points on a return with a receipt!!

The last straw.. I lost the receipt for a &10.xx item and the store manager said not returns or exchange with out the receipt.

No more BS .. I will continue to buy from the big store and free shipping!!

I will drink a bottel of rum the day you'll close your doors for goods.",neg,Kmart
99,2018-05-10 10:52:00,this company must be run by larry moe and curly i have been over 5 hr trying to get a bike replaced purched thru lease program no body no there ass from a hole in the ground I will never purchue a cent from any of kmarts store,neg,Kmart
100,2018-05-01 13:40:00,Kmart has the worse customer service i well never shop there and who ever read this tell the never shop at kmart manager are not nice,neg,Kmart
101,2018-04-24 21:29:00,"The Kmart in Hobbs, N.M. is a joke. We bought a weedeater at this Kmart in November 2017 and had to exchange it for a different type of weedeater, because they were out of what we had. Today we went to return that weedeater because it quit working and they refused to help or offer suggestions because they already exchanged it in November of last year. We have only used that weedeater a few times, we even spoke to the manager and he was very rude. Kmart has lost 2 customers, we do not accept rudeness.",neg,Kmart
102,2018-03-19 07:35:00,Many time i have told the employees of the Bronx Baychester Kmart store to remove expired food from its shelves and it's still there. Quality control needs to be addressed at this store. It's gone downhill fast,neg,Kmart
103,2018-03-19 06:17:00,"I have had it with Kmart I love the fact I can shop there and it's not as busy as Wal-Mart I am a gold rewards member and spend lots in a year with four kids I ran into a little financial difficulty and needed a little cash so I tried to return like four things for about fifteen bucks it had been only like two weeks and I had the receipt paid by debit card he said I needed to enter the debit card I said no it's the same as cash he said nope need card I said my cards in the negative I need the cash wouldn't do it does he know a debit card is cash it's already paid dude i was so frustrated after five minutes of this idiot of which I walked a mile in zero degree weather and I said nowhere in this town do you not get cash for a debit card you should ask a manager about this he said I'm an assistant manager I think I would know I said wow no wonder Kmart is out of business with idiots like this working for you it's inevitable this is last straw you have given cash so many times first time ever with this but I am done with you Kmart another rewards member gone good luck and good riddens by the way it's the west Lebanon , NH store don't know his name cause no name tag no Kmart anything he actually could have put a ski mask on and looked like a robber and check out the shampoo aisle and wash your hair it's long overdue.",neg,Kmart
104,2018-03-15 09:11:00,"I have had a continuing issue trying to get my refund since DECEMBER . I have proof you still charged me after I cancelled the one order. No one will tell where I can fax the proof. In my opinion, this is theft and if this happens to hundred of people, that's a lot of money.


I have no problem going to the media or the BBB.",neg,Kmart
105,2018-03-07 16:34:00,"If they refuse to return something just buy the size you want, go home, carefully switch the price tags then return that item with the receipt dated within the 30 day time frame. Just dont go back when the same store associate is working at the counter. has worked for me every time.",neg,Kmart
106,2018-03-06 14:32:00,Your return policy sucks. You can sell the item again and we should be able to get a gift card for a sale price.You should rethink it with you losing so much business.,neg,Kmart
107,2018-02-28 22:20:00,"I visited the local K-mart store today and very impressed. The garden center was neat and organized. I went inside briefly and again was very surprised how neat and organized the shelves were. Good job for whomever took over. It doesn't look junky and cluttered.
I've written several times to encourage you to spiff up the garden center. Host a huge spring sale to get buyers attention. Now I'f anyone wants plants and lives on the east side of US1 they have to drive 10 miles out Rt 60, which is jammed with traffic this time of year. Give them an option. Let folks know you have nice garden furniture and beautiful plants
Sue shell
Vero Beach, FL",neg,Kmart
108,2018-02-27 10:17:00,"Went to Kmart in Yorktown ny
It is filthy dirty
It looks like it's going out of business
I can't believe the town allows this store to continue running
I have pictures of the filth if you would like them
Customer service all rude
It's just a store that needs to be shut down",neg,Kmart
109,2018-02-23 18:13:00,"Your return policy is what's ruining yr stores. Who keeps a receipt? Will never go bk to Kmart again, EVER!!",neg,Kmart
110,2018-02-23 18:11:00,"With such a poor return policy, we know why they are all closing stores. Look at Kohls, Home Depot, Sams Club, Marshalls, and most other stores. They have great return policies and are not closing stores.",neg,Kmart
111,2018-02-20 11:35:00,"I received several outfits and a package of diapers at my baby shower. I was unsure of the gender of our baby and after having a girl, went to return a baby boy outfit and the diapers. Was unable to do so as I did not have receipt. I received these as a gift so of course I didn't have receipt! I would have been happy with store credit. Stupid policy! Not the first time I have been unhappy with my experience at KMart. Will not be giving them my business in the future!",neg,Kmart
112,2018-02-18 14:02:00,"I purchased two pairs of jeggings in different colors. I didn't realize that I grabbed 2 different sizes, so by the time I pulled them out to wear I seen one of them was an extra large. I went to the Council Bluffs IA store where I purchased them and told them and they could look up the purchase on my rewards card which didnt't pop up in the last 30 days. I just wanted the correct size! I wasn't asking for money back! They didn't tell me that when I went back to get the correct size, then when I had all my shopping done I went to the customer service counter and was told I couldn't get the correct size! They had several of the pants back there on the rack and they weren't on clearance. I couldn't believe it so I left the other items on the counter that I was going to purchase and left after getting upset! They just lost a loyal customer!",neg,Kmart
113,2018-02-18 13:40:00,"I purchased 2 pairs of jeggings, I accidentally grabbed the black pair in a wrong size, didn't realize it until I went to wear them, didn't remove tags. So I went to the only kmart near me where I purchased to get a different size. They refused because it must have been a little past 30 days! I didn't want money back I just wanted the correct size! They refused, I had additional things on the counter to purchase, they just lost a loyal customer! No wonder they are closing stores!",neg,Kmart
114,2018-02-15 10:32:00,"I have never seen such terrible customer service.I took my sister to exchange her pants.She had a receipt.tags were still on.she had been displaced due to wsprinklers in her building,she was not allowed in. she gets back in we take the pants and they would not give a refund past the 90 days.the membership girl was rude and never cracked a smile.the manager said that's not her problem. I can see why they are closing and good ridence.we will not shop at a kmart again.",neg,Kmart
115,2018-02-07 16:40:00,I am never going back to Kmart they are rude I am very very dissatisfied with the return policy they gave me 30 days exactly to return it even though they did not mention that when I originally bought the item I had a receipt in hand it was 32 days exactly and they did not return it this is so inconvenient and this is so not right... The package was brand new never ever been used the only reason I never before it is cuz I simply forgot never did I ever think it was a strict 30-day not one day after or you do not get a refund total BS,neg,Kmart
116,2018-02-06 04:24:00,"Very Dissatisfied. Bought 2 pair of pants for my husband for Christmas at the local Silver Spring Kmart in Maryland. One pair fit and one did not. Bought them on Nov 30. He tried them on, after having received them, and we intended to return them. I have the receipt :-) We left on vacation for a week. Upon returning from vacation, I learned that my father died and I had to leave the country to attend his funeral. Finally, got back, got settled. And went out to Kmart to return the pants and buy a coffee maker. They flatly would not consider allowing a return of the Christmas gifted pants. We went elsewhere to purchase our new coffee maker. Will not return to Kmart in the future.",neg,Kmart
117,2018-02-02 15:08:00,"I went into you store on Bonanza and Nellis on Sat 1/20/18 and purchase clothing for 23.75. The cashier put the charge through and the cash register went out. I had to wait at least 15 minutes for the cash register to re-boot. The receipt said the 23.75 was void. I repaid for the clothing again with the addition of my 5.50 credit and charge 17.72 which went through. When I checked my bank charge I found both purchases when through. I checked my account with Bank of American three time and there was no void charge made to my account. Today I was told that the charge was void with K-Mart and no refund would be made. I don't understand where the money went, into the air I guess. I will not be shopping at your store again and I also will be sharing the incident with all my friends. Very disappointed.",neg,Kmart
118,2018-02-01 14:56:00,Went to return a couple shirts that were too small for my grandson I got them before Christmas just recently found the receipt to come in and it's past 30 days I'm disappointed and we'll plan on shopping elsewhere,neg,Kmart
119,2018-01-29 16:52:00,"Subject: Re: Kmart.com Order Please share this with Sears and understand this is not about Kmart.



The order has been handled as a return in the store. You should move that manager up to your department and allow her to teach your department how to handle such things. It might actually stop you from wasting the companies money on another 72 hours of looking into this issue. I have my money back but still should be paid for the time I spent on the phone talking to people that don't speak good English and waiting on a return call from their supervisor that I never received. Better yet just quit",neg,Kmart
120,2018-01-27 21:42:00,Why did K mart refuse to take back a tree stand that was purchased Cmsd eve. They said no returns on Xmas items even though you have 90 day return policy???,neg,Kmart
121,2018-01-24 12:53:00,"I I did early Christmas shopping in October. Now when I try to return the items I can't. This has happened to me twice with Kmart. This is unacceptable as I have grandchildren, great nephews and other family members to shop for. Kmart is the only store that will not let me return or even get store credit to purchase something else. I bought items in Costa mesa ca. Then I went to Washington state for the holidays. Now I'm back to return and they will not let me.",neg,Kmart
122,2018-01-24 06:32:00,I just bought a tv from Kmart and the tv is defective. We latterly brought it home set it up and turned it on and theres little greenish lines on the sxreen. You even asked the guy if anything was wrong with it before I left. They are closing so all sales are final. I am so mad $400 down the drain.,neg,Kmart
