,Index,Company,Review,Date,Rating,Polarity,Subjectivity,Lemmas,Topic_words,Topic_number
10,2291,canon,"Netflix won't help me. I have an account via tmobile and it does not work...and nobody can help me...not Netflix, not t mobil...leaving me to rot while I pay fees for no serc",2021-06-25 07:12:00,neg,0.0,0.0,"['wont', 'help', 'account', 'via', 'tmobile', 'work', 'nobody', 'help', 'mobil', 'leave', 'rot', 'pay', 'fee', 'serc']","service, call, dvd, get, help, time, cancel, year, problem, customer",11.0
11,2292,canon,"I canceled Netflix in March they still charged me 17.99 on April 12th , called them , they said t was canceled and didnt take money out of my account , I offered to send them a photo of the transaction, they refused it , then kept do you know when they took it out of my account, didn't even try to work with me , no I got a call my bank to get it stopped from stealing my money , I never have Netflix again, call Hey lawyer tomorrow see what can be done for them stealing my money",2021-04-19 20:37:00,neg,0.0,0.0,"['cancel', 'march', 'still', 'charge', 'april', 'call', 'say', 'cancel', 'didnt', 'take', 'money', 'account', 'offer', 'send', 'photo', 'transaction', 'refuse', 'kept', 'know', 'take', 'account', 'even', 'try', 'work', 'get', 'call', 'bank', 'stop', 'steal', 'money', 'never', 'call', 'hey', 'lawyer', 'tomorrow', 'see', 'do', 'steal', 'money']","account, day, take, dvd, email, cancel, customer, customerservice, say, charge",1.0
12,2293,canon,"Netflix has the worst customer service I have experienced in recent times .. Queried an odd charge billed outside my province along with another charge on the same date and I had to demand to speak with a supervisor who still couldn't answer my questions.. Then after I asked that my complaint be submitted i was told a mere ok they would try ..after 25 minutes that's the rubbish I was told...when I asked how long before someone contacts me with a response, I was told ""I am not guaranteed a response""... So why am I calling customer service for help then? It's a patty shop! An annoying, futile process.. clueless agents, a company that is disrespectful to it's clients.",2021-01-26 19:35:00,neg,-0.1390151515151515,0.46136363636363636,"['bad', 'customerservice', 'experienced', 'recent', 'time', 'query', 'odd', 'charge', 'bill', 'outside', 'province', 'along', 'another', 'charge', 'date', 'demand', 'speak', 'supervisor', 'still', 'could', 'answer', 'question', 'ask', 'complaint', 'submit', 'told', 'mere', 'ok', 'would', 'try', 'minute', 'rubbish', 'told', 'ask', 'long', 'someone', 'contact', 'response', 'told', 'guaranteed', 'response', 'call', 'customerservice', 'help', 'patty', 'shop', 'annoy', 'futile', 'process', 'clueless', 'agent', 'company', 'disrespectful', 'client']","movie, watch, would, call, go, see, time, like, use, take",6.0
13,2294,canon,"Worst customer service ever.

What's the point of cancelling the subscription when all 5 people can renew it? It's my card on the account, I should be able to manage it however I want.

Oh what about a notification when you bill my account? You don't have that too? Cool great job netflix!",2020-11-23 01:57:00,neg,0.2125,0.75625,"['bad', 'customerservice', 'ever', 'point', 'cancel', 'subscription', 'people', 'renew', 'card', 'account', 'beable', 'manage', 'however', 'want', 'oh', 'notification', 'bill', 'account', 'cool', 'great', 'job']","customerservice, call, get, dvd, thank, problem, one, want, year, movie",8.0
14,2295,canon,"I have been with Netflix since before they were popular. A loyal customer that wished to see them succeed. Today I came to find that my same account that I used to pay $5.99 a month for, it might have been even cheaper, was now at $8. I used to be able to watch on multiple screens at the same time as well, and that is actually where the negative review comes from. I am fine with a little price raise but to get my same service I ised to have for $5.99 they want me to pay over $14 a month or $168 / year! I asked them to simply honor my legacy loyal customer status and was treated like a piece of trash. They just repeated the current prices and said if I wanted what I ised to have I had to pay up. They also made it clear they did not care that I helped them climb to where they are today. Horrible business. They will become the next cable company.
I already get three free Netflix accounts through T Mobile but kept my original account because I thought they were still a good company and like an idiot felt I should support them. I am now cancelling my Netflix account and using my free ones. I will never again pay a penny to Netflix, I hope they go bankrupt and will support their competitors from now on.

Customers should be treated right. Supporting behavior like Netflix has will only make it worse.",2020-11-09 18:55:00,neg,0.07717490842490841,0.5131868131868133,"['since', 'popular', 'loyal', 'customer', 'wish', 'see', 'succeed', 'today', 'come', 'find', 'account', 'use', 'pay', 'month', 'might', 'even', 'cheaper', 'use', 'beable', 'watch', 'multiple', 'screen', 'time', 'well', 'actually', 'negative', 'review', 'come', 'fine', 'little', 'price', 'raise', 'service', 'ised', 'want', 'pay', 'month', 'year', 'ask', 'simply', 'honor', 'legacy', 'loyal', 'customer', 'status', 'treat', 'like', 'piece', 'trash', 'repeat', 'current', 'price', 'say', 'want', 'ised', 'pay', 'also', 'make', 'clear', 'care', 'help', 'climb', 'today', 'horrible', 'business', 'become', 'next', 'cable', 'company', 'already', 'three', 'free', 'account', 'mobile', 'kept', 'original', 'account', 'thought', 'still', 'good', 'company', 'like', 'idiot', 'felt', 'support', 'cancel', 'account', 'use', 'free', 'one', 'never', 'pay', 'penny', 'hope', 'go', 'bankrupt', 'support', 'competitor', 'customer', 'treat', 'right', 'support', 'behavior', 'like', 'make', 'bad']","service, time, customer, account, new, show, use, like, would, keep",4.0
15,2296,canon,"Complained about automatic Audio Descriptions feature and was put on hold several times 'looking' for a supervisor for over and hour. When a supervisor finally came on she gave a non commitment answer then proceeded to pretend that my phone was on mute but kept talking saying I was on mute when I have no mute option, then finally just hung up without any solution.",2020-10-14 08:12:00,neg,-0.075,0.55,"['complain', 'automatic', 'audio', 'description', 'feature', 'put', 'hold', 'several', 'time', 'look', 'supervisor', 'hour', 'supervisor', 'finally', 'come', 'give', 'non', 'commitment', 'answer', 'proceed', 'pretend', 'phone', 'mute', 'kept', 'talk', 'say', 'mute', 'mute', 'option', 'finally', 'hungup', 'without', 'solution']","problem, help, call, account, say, really, thank, movie, great, rep",12.0
16,2297,canon,"Netflix India you are the worst.
I asked to speak to a supervisor and was made to 45 mins! More than a doctors office!
Bad attitude and customer service !
Didn't resolve my issue on top of everything
Terribleness",2020-09-25 06:50:00,neg,-0.18749999999999994,0.6666666666666666,"['india', 'bad', 'ask', 'speak', 'supervisor', 'make', 'min', 'doctor', 'office', 'bad', 'attitude', 'customerservice', 'resolve', 'issue', 'top', 'everything', 'terribleness']","would, pay, tv, account, ve, good, could, bad, every, movie",0.0
17,2298,canon,"Poor customer service.poor attitude, yelling, very bad service",2020-08-28 18:31:00,neg,-0.6549999999999999,0.7333333333333334,"['poor', 'customer', 'servicepoor', 'attitude', 'yell', 'bad', 'service']","service, customer, call, know, wait, say, problem, help, movie, cancel",3.0
18,2299,canon,"WORST CUSTOMER EXPERIENCE I HAVE EVER HAD
The customer service isn't a customer service they can't open a case or take inquiries from customers. They only as they say ""take feedbacks""... Feedbacks the customer will never hear from again. With all the competitors the poor quality of their production without even talking about the movie curation ... This service is NOT WORTH IT ANYMORE. I am cancelling my subscription right now.",2020-08-07 14:12:00,neg,-0.21071428571428572,0.6226190476190476,"['bad', 'customer', 'experience', 'ever', 'customerservice', 'customerservice', 'cant', 'open', 'case', 'take', 'inquiry', 'customer', 'say', 'take', 'feedback', 'feedback', 'customer', 'never', 'hear', 'competitor', 'poor', 'quality', 'production', 'without', 'even', 'talk', 'movie', 'curation', 'service', 'worth', 'anymore', 'cancel', 'subscription', 'right']","account, day, take, dvd, email, cancel, customer, customerservice, say, charge",1.0
19,2300,canon,"Horrible customer service when I called them about not being able to update my payment method. My credit card was compromised and had an unauthorized charge from Netflix on my account. Upon receiving my new card, Netflix will not accept the new card as payment. When I called them, they said Netflix does not accept all payment options. It's a VISA!!!!! Their advice is to buy gift cards ?. Been a customer for a long time, but am going to cancel my account. Terrible that they wouldn't help me!!! ?",2020-07-08 14:20:00,neg,-0.1662479285037879,0.6556818181818181,"['horrible', 'customerservice', 'call', 'able', 'update', 'payment', 'method', 'creditcard', 'compromise', 'unauthorized', 'charge', 'account', 'upon', 'receive', 'new', 'card', 'accept', 'new', 'card', 'payment', 'call', 'say', 'accept', 'payment', 'option', 'visa', 'advice', 'buy', 'gift', 'card', 'customer', 'long', 'time', 'go', 'cancel', 'account', 'terrible', 'would', 'help']","time, problem, like, movie, customerservice, issue, call, watch, never, service",7.0
20,2301,canon,"customer service chat it so rude,they said that ""you read above i send""!!! it should not use in customer service . they tell me only one way to solve ploblem and not read my conversation scrupulously.finally they end chat altrough ploblem not solve",2020-03-16 06:07:00,neg,0.0,0.55,"['customerservice', 'chat', 'rude', 'say', 'read', 'send', 'use', 'customerservice', 'tell', 'one', 'way', 'solve', 'ploblem', 'read', 'conversation', 'scrupulouslyfinally', 'end', 'chat', 'altrough', 'ploblem', 'solve']","movie, watch, would, call, go, see, time, like, use, take",6.0
21,2302,canon,"We had Netflix for 10+ years. We started receiving messages stating we no longer have an account. When Netflix was contacted they told us our account had been hacked. They made us change our account (email, card info, etc....). Within one night our account was hacked again. Once again Netflix was contacted and they requested we change our information a second time. When asked how would they assure the account would not be hacked with yet a third email, credit card, etc.... the Netflix representative assured us this happens frequently and they could not provude such safeties. We explained we could not keep an account open that would not be safe. Netflix representative agreed and did not attempt in any way to try and keep us as a Netflix customer and it felt as though they were happy our business was leaving after 10+ years. VERY DISAPPOINTED.",2018-09-03 04:11:00,neg,0.05312499999999998,0.471875,"['year', 'start', 'receive', 'message', 'state', 'nolonger', 'account', 'contact', 'told', 'u', 'account', 'hack', 'make', 'u', 'change', 'account', 'email', 'card', 'info', 'etc', 'within', 'one', 'night', 'account', 'hack', 'contact', 'request', 'change', 'information', 'second', 'time', 'ask', 'would', 'assure', 'account', 'would', 'hack', 'yet', 'third', 'email', 'creditcard', 'etc', 'representative', 'assure', 'u', 'happens', 'frequently', 'could', 'provude', 'safety', 'explain', 'could', 'keep', 'account', 'open', 'would', 'safe', 'representative', 'agree', 'attempt', 'way', 'try', 'keep', 'u', 'customer', 'felt', 'though', 'happy', 'business', 'leave', 'year', 'disappointed']","service, time, customer, account, new, show, use, like, would, keep",4.0
22,2303,canon,"So very disappointed already.....have lost signal. Tried to reconnect, reconfigured everything on my end and your ""support"" ppl keep telling me it's something on my end...funny cuz my phone works fine..with the same signal.... at the end of free trial but was willing to continue with kt...but maybe not now.",2018-08-09 22:13:00,neg,-0.08125000000000002,0.6625000000000001,"['disappointed', 'already', 'lose', 'signal', 'try', 'reconnect', 'reconfigured', 'everything', 'end', 'support', 'ppl', 'keep', 'tell', 'something', 'end', 'funny', 'cuz', 'phone', 'work', 'fine', 'signal', 'end', 'freetrial', 'willing', 'continue', 'kt', 'maybe']","service, time, customer, account, new, show, use, like, would, keep",4.0
23,2304,canon,"I keep getting ""cannot connect to Netflix at this time. This has happened multiple times. Please help.",2018-08-09 20:11:00,neg,0.0,0.0,"['keep', 'get', 'connect', 'time', 'happen', 'multiple', 'time', 'please', 'help']","time, problem, like, movie, customerservice, issue, call, watch, never, service",7.0
24,2305,canon,"After the fifth or sixth time of putting my account on hold saying my financial institution had declined payment, spent 5 minutes on the phone with said financial institution and they basically told me Netflix was full of it.So then I'm on the phone for 45 min with Netflix customer service reps and ssupervisors for them to tell me again and again that my financial institution declined earlier payment. But as soon as I updated my account with the same card number ,expiration date and security code I guess my bank said its ok now. Only they could tell me was nothing and they did the absolutely nothing .",2018-05-22 10:46:00,neg,0.095,0.3675,"['fifth', 'sixth', 'time', 'put', 'account', 'hold', 'say', 'financial', 'institution', 'decline', 'payment', 'spent', 'minute', 'phone', 'say', 'financial', 'institution', 'basically', 'told', 'full', 'itso', 'phone', 'min', 'customerservice', 'rep', 'ssupervisors', 'tell', 'financial', 'institution', 'decline', 'earlier', 'payment', 'soon', 'update', 'account', 'card', 'number', 'expiration', 'date', 'security', 'code', 'guess', 'bank', 'say', 'ok', 'could', 'tell', 'nothing', 'absolutely', 'nothing']","account, call, password, take, change, helpful, fix, hour, say, device",10.0
25,2306,canon,"I called netflix about error code, the customer rep was a rude girl and snotty attitude. I knew it wasnt in usa, i asked where she is located, she said in rhe Philippines, i say oh i can tell you have an accent, she replied snotty. Told me it wasnt their problem that its the internet connection, but it isnt.",2018-01-15 20:56:00,neg,-0.3,0.6,"['call', 'error', 'code', 'customer', 'rep', 'rude', 'girl', 'snotty', 'attitude', 'knew', 'wasnt', 'usa', 'ask', 'locate', 'say', 'rhe', 'philippine', 'say', 'oh', 'tell', 'accent', 'reply', 'snotty', 'told', 'wasnt', 'problem', 'internet', 'connection', 'isnt']","customerservice, call, get, dvd, thank, problem, one, want, year, movie",8.0
26,2307,canon,"Hey I Just Applied To Cancel My Membership Im Just Wondering Is It Really Cancelled Already???

I Need To Know That They Will Not Charge Me For The Membership Fees. Pls Reply Me Via Email Address",2017-09-26 06:55:00,neg,0.2,0.2,"['hey', 'apply', 'cancel', 'membership', 'im', 'wonder', 'really', 'cancel', 'already', 'need', 'know', 'charge', 'membership', 'fee', 'pls', 'reply', 'via', 'email', 'address']","problem, help, call, account, say, really, thank, movie, great, rep",12.0
27,2308,canon,"Dear Netflix

Wish to unsuscribe my membership I don't have internet available .thanks for free try out it's awesome got to see one movie . Anita Rivera",2017-06-05 17:35:00,neg,0.6,0.7333333333333334,"['dear', 'wish', 'unsuscribe', 'membership', 'internet', 'available', 'thanks', 'free', 'try', 'awesome', 'get', 'see', 'one', 'movie', 'anita', 'rivera']","service, time, customer, account, new, show, use, like, would, keep",4.0
28,2309,canon,I'm getting billed for Netflix but then when I go to log on a new TV for it it says I don't have an account I need to find out what's going on if someone could call me back my name is Patricia Lunsford thank,2017-05-12 11:45:00,neg,0.06818181818181818,0.22727272727272727,"['get', 'bill', 'go', 'log', 'new', 'tv', 'say', 'account', 'need', 'find', 'go', 'someone', 'could', 'call', 'back', 'name', 'patricia', 'lunsford', 'thank']","account, day, take, dvd, email, cancel, customer, customerservice, say, charge",1.0
29,2310,canon,I can never get any help from customer service by calling or using chat. They are clueless and can not understand anything you tell them. They will never tell you a feature is not available on their site and instead they waste your time by running around the issue and suggesting meaningless things to do that never resolves the problem. Netflix has no clue which movies you watched and rated and will continue to show you same movies you rated and watched and suggest you watch again (No i'm not talking about MY LIST) and their staff can not comprehend the issue.,2017-05-10 15:12:00,neg,-0.225,0.38125,"['never', 'help', 'customerservice', 'call', 'use', 'chat', 'clueless', 'understand', 'anything', 'tell', 'never', 'tell', 'feature', 'available', 'site', 'instead', 'waste', 'time', 'run', 'around', 'issue', 'suggest', 'meaningless', 'thing', 'never', 'resolve', 'problem', 'clue', 'movie', 'watch', 'rat', 'continue', 'show', 'movie', 'rat', 'watch', 'suggest', 'watch', 'talk', 'list', 'staff', 'comprehend', 'issue']","time, problem, like, movie, customerservice, issue, call, watch, never, service",7.0
30,2311,canon,Netflix streaming does not work well consistently. In fact it is very inconsistent. I certainly would not own stock in this loser.,2017-05-02 18:55:00,neg,0.09107142857142857,0.5303571428571429,"['stream', 'work', 'well', 'consistently', 'fact', 'inconsistent', 'certainly', 'would', 'stock', 'loser']","customerservice, call, get, dvd, thank, problem, one, want, year, movie",8.0
31,2312,canon,Rude customer service blaming their problem on my internet service which is fast. Netflix just does not work right. The customer service people treat you like dirt.,2017-03-24 21:41:00,neg,0.06190476190476191,0.5785714285714286,"['rude', 'customerservice', 'blame', 'problem', 'internet', 'service', 'fast', 'work', 'right', 'customerservice', 'people', 'treat', 'like', 'dirt']","customerservice, call, get, dvd, thank, problem, one, want, year, movie",8.0
32,2313,canon,"Your website gives the phone and states there is 24/7 access to help. It does not mention that this # is for streaming only and that your dvd division has specific, unacceptably short hours of 6 to 6 daily, 7 to 5 on Saturdays. Your website is badly remiss in this omission. You have always, for the many years I've been a member, had 24/7 service for dvd issues. WHAT IS GOING ON WITH YOU AND YOUR DISREGARD FOR MEMBER NEEDS FOR HELP AND COMMUNICATION AT NIGHT, PLUS AN UNTRUTHFUL CLAIM ON YOUR WEBSITE?",2017-01-14 22:53:00,neg,-0.033333333333333305,0.43194444444444446,"['website', 'give', 'phone', 'state', 'access', 'help', 'mention', 'stream', 'dvd', 'division', 'specific', 'unacceptably', 'short', 'hour', 'daily', 'saturday', 'website', 'badly', 'remiss', 'omission', 'always', 'many', 'year', 've', 'member', 'service', 'dvd', 'issue', 'go', 'disregard', 'member', 'need', 'help', 'communication', 'night', 'plus', 'untruthful', 'claim', 'website']","service, call, dvd, get, help, time, cancel, year, problem, customer",11.0
33,2314,canon,I hate Netflix. I just got off the phone with their so called rude supervisor Josh tonight regarding my account being charged but they canceled my account without refunding my credit card back and I feel like I was pushed into the corner with no one to help me but him and he was no help at all talking about its his way or no way. The last email I received from them stated I had until the 14th of Dec to use their service but when I go to watch tonight it wasn't there. I wish someone could just listen to the phone call and see if i am making things up. This is so unfair and ridiculous I have to be treated like I'm not in tittle to something. I wouldn't even have known about the cancelation unless I called and that's not right. I'm not sure exactly how to contact someone else besides the phone call so I hope this reaches everyone that is thinking about signing up with them. What other company is better than them. I would join them just because I don't like Netflix!,2016-12-04 00:20:00,neg,-0.1432900432900433,0.556024531024531,"['hate', 'get', 'phone', 'call', 'rude', 'supervisor', 'josh', 'tonight', 'regard', 'account', 'charge', 'cancel', 'account', 'without', 'refund', 'creditcard', 'back', 'feel', 'like', 'push', 'corner', 'one', 'help', 'help', 'talk', 'way', 'way', 'last', 'email', 'receive', 'state', 'dec', 'use', 'service', 'go', 'watch', 'tonight', 'wish', 'someone', 'could', 'listen', 'phone', 'call', 'see', 'make', 'thing', 'unfair', 'ridiculous', 'treat', 'like', 'tittle', 'something', 'would', 'even', 'know', 'cancelation', 'unless', 'call', 'right', 'sure', 'exactly', 'contact', 'someone', 'else', 'besides', 'phone', 'call', 'hope', 'reach', 'everyone', 'think', 'signing', 'company', 'well', 'would', 'join', 'like']","movie, watch, would, call, go, see, time, like, use, take",6.0
34,2315,canon,First of all their customer service can swear at you and make up anything they want and treat you like not allowed to say what I want with this customer complaint but you know the word I want to say right and second of all when they charge you for something they charge you for it and then apparently you're getting going to get ripped off because they're charging you for about $12 more that's coming out of your bank account Netflix is a scam problem is most of us did not look at things like I do not look at it for years and I just called them this month they rip us off and they still are money they promise you it causes this much they charge you for it which I really should but then they go to charge you for another fee which is about 3 times more and which most of us never see it but that happens apparently too much or regular,2016-11-14 18:43:00,neg,0.2104395604395604,0.3266131304592843,"['first', 'customerservice', 'swear', 'make', 'anything', 'want', 'treat', 'like', 'allow', 'say', 'want', 'customer', 'complaint', 'know', 'word', 'want', 'say', 'right', 'second', 'charge', 'something', 'charge', 'apparently', 're', 'get', 'go', 'ripped', 're', 'charge', 'come', 'bank', 'account', 'scam', 'problem', 'u', 'look', 'thing', 'like', 'look', 'year', 'call', 'month', 'rip', 'u', 'still', 'money', 'promise', 'cause', 'much', 'charge', 'really', 'go', 'charge', 'another', 'fee', 'time', 'u', 'never', 'see', 'happens', 'apparently', 'much', 'regular']","customerservice, call, get, dvd, thank, problem, one, want, year, movie",8.0
35,2316,canon,Netflix runs slow and has out of sync audio and video. Terrible customer support. Totally sucks. Spend your money elsewhere. 8 years and sick of Netflix never ending issues.,2016-11-11 00:32:00,neg,-0.5785714285714286,0.6392857142857142,"['run', 'slow', 'sync', 'audio', 'video', 'terrible', 'customer', 'support', 'totally', 'suck', 'spend', 'money', 'elsewhere', 'year', 'sick', 'never', 'end', 'issue']","would, pay, tv, account, ve, good, could, bad, every, movie",0.0
36,2317,canon,Just got off the phone with netflix regarding a problem with a blank screen when trying to access netflix. Customer service person was an arrogant know-it-all that had an underlying tone. If my problem with netflix happens constantly I will quit netflix and go to hulu.,2016-11-08 13:11:00,neg,0.0,0.16666666666666666,"['get', 'phone', 'regard', 'problem', 'blank', 'screen', 'try', 'access', 'customer', 'service', 'person', 'arrogant', 'knowitall', 'underlie', 'tone', 'problem', 'happens', 'constantly', 'quit', 'go', 'hulu']","service, call, dvd, get, help, time, cancel, year, problem, customer",11.0
37,2318,canon,I just wanted to say thank you so much for the tec that helped me with my problem I had. He was so nice helping me out. And I will be a loyal fan for a long time. Thank you again for the help.,2016-10-29 14:37:00,neg,0.2708333333333333,0.6083333333333333,"['want', 'say', 'thank', 'much', 'tec', 'help', 'problem', 'nice', 'help', 'loyal', 'fan', 'long', 'time', 'thank', 'help']","time, problem, like, movie, customerservice, issue, call, watch, never, service",7.0
38,2319,canon,"I've been a Netflix customer for over four years, the service has gone from good to bad to worse. They do not think about what they say, even in management.. If I had ever spoken or treated my customers that way as a business owner the only thing that would have been left standing would have been an abandoned building, I guess greed now outways ""customer Service.."" Go to Hulu like I did, way worth the extra few bucks with way, way more options, especially for the 40 and over crowd.",2016-10-28 10:21:00,neg,0.020000000000000007,0.4666666666666667,"['ve', 'customer', 'four', 'year', 'service', 'go', 'good', 'bad', 'bad', 'think', 'say', 'even', 'management', 'ever', 'spoken', 'treat', 'customer', 'way', 'business', 'owner', 'thing', 'would', 'left', 'stand', 'would', 'abandon', 'building', 'guess', 'greed', 'outways', 'customer', 'service', 'go', 'hulu', 'like', 'way', 'worth', 'extra', 'buck', 'way', 'way', 'option', 'especially', 'crowd']","movie, watch, would, call, go, see, time, like, use, take",6.0
39,2320,canon,Wow customers like been with you guys for a years and you treat me on phone calls wow I don't even want to continue this service anymore the way how bad you guys you actually treat me really truthfully I want to see a lot of bad words right now like you need to go I can't even believe you treated me that way you can talk to me that you can swear at me you can say whatever you want to me and I'm wrong for the way that I talk wow but u talk how ever u want to me cuz your boss is your boyfriend,2016-10-22 22:13:00,neg,-0.09047619047619045,0.7076719576719577,"['wow', 'customer', 'like', 'guy', 'year', 'treat', 'phone', 'call', 'wow', 'even', 'want', 'continue', 'service', 'anymore', 'way', 'bad', 'guy', 'actually', 'treat', 'really', 'truthfully', 'want', 'see', 'lot', 'bad', 'word', 'right', 'like', 'need', 'go', 'cant', 'even', 'believe', 'treat', 'way', 'talk', 'swear', 'say', 'whatever', 'want', 'wrong', 'way', 'talk', 'wow', 'talk', 'ever', 'want', 'cuz', 'bos', 'boyfriend']","service, time, customer, account, new, show, use, like, would, keep",4.0
40,2321,canon,"I've been a Netflix customer for six years and the service keeps getting worse. Why are the dvd's that I want to see always on a short wait? I realize that you make more money on streaming, but I pay for DVD service. Maybe you need to purchase more movies. I deserve some kind of compensation for always having to wait. Thank you!",2016-10-18 06:38:00,neg,0.27,0.5599999999999999,"['ve', 'customer', 'six', 'year', 'service', 'keep', 'get', 'bad', 'dvd', 'want', 'see', 'always', 'short', 'wait', 'realize', 'make', 'money', 'stream', 'pay', 'dvd', 'service', 'maybe', 'need', 'purchase', 'movie', 'deserve', 'kind', 'compensation', 'always', 'wait', 'thank']","customerservice, call, get, dvd, thank, problem, one, want, year, movie",8.0
41,2322,canon,Worst customer service ever! Phone recording said 1 minutes and took over 4 minuttes. TV content 100% showing offense content that I have shown on my profile NOT to show or render. Told that I am OLD enough to to click the watch button!!!!!!!!,2016-10-13 18:03:00,neg,-0.3,0.5666666666666667,"['bad', 'customerservice', 'ever', 'phone', 'record', 'say', 'minute', 'take', 'minuttes', 'tv', 'content', 'show', 'offense', 'content', 'show', 'profile', 'show', 'render', 'told', 'old', 'enough', 'click', 'watch', 'button']","account, could, receive, would, show, movie, refund, get, payment, access",9.0
